edad,edad2,educ,horastrabj,nhogar,P21,PP04C,mujer,casado_unido,tiene_cobertura_salud,informal_2024
35,1225,12.0,40.0,3,2200000.0,7.0,0,1,1,0
34,1156,17.0,40.0,3,1000000.0,1.0,1,1,1,1
67,4489,17.0,8.0,1,110000.0,5.0,0,0,1,0
30,900,12.0,45.0,1,1100000.0,10.0,1,0,1,0
41,1681,17.0,40.0,1,2200000.0,12.0,0,0,1,0
34,1156,19.0,31.0,1,2600000.0,12.0,1,0,1,0
39,1521,17.0,28.0,4,8000000.0,12.0,0,1,1,0
36,1296,17.0,28.0,4,3500000.0,12.0,1,1,1,1
44,1936,13.0,62.0,1,2100000.0,12.0,1,0,1,0
49,2401,17.0,0.0,3,2500000.0,11.0,1,1,1,0
54,2916,17.0,0.0,3,2000000.0,1.0,0,1,1,0
70,4900,15.0,25.0,2,1000000.0,7.0,0,1,1,0
56,3136,12.0,39.0,4,800000.0,1.0,0,1,1,0
51,2601,17.0,35.0,2,2255000.0,10.0,1,0,1,0
23,529,15.0,35.0,2,800000.0,8.0,0,0,1,0
39,1521,19.0,28.0,1,3000000.0,11.0,0,0,1,0
24,576,16.0,40.0,3,3000000.0,12.0,1,0,1,0
49,2401,17.0,40.0,4,4000000.0,7.0,0,1,1,0
44,1936,13.0,40.0,4,3000000.0,11.0,1,1,1,0
73,5329,17.0,45.0,1,3300000.0,8.0,0,0,1,0
44,1936,19.0,40.0,2,4300000.0,11.0,0,0,1,0
32,1024,12.0,21.0,1,1000000.0,1.0,0,0,1,0
54,2916,17.0,30.0,1,3200000.0,12.0,0,0,1,0
43,1849,15.0,30.0,4,2000000.0,11.0,1,1,1,0
41,1681,12.0,0.0,1,920000.0,8.0,0,0,1,0
32,1024,17.0,40.0,2,1000000.0,3.0,1,1,1,1
51,2601,17.0,43.0,2,3000000.0,1.0,1,0,1,0
33,1089,17.0,30.0,1,1700000.0,11.0,0,0,1,0
31,961,17.0,12.0,3,600000.0,1.0,1,1,1,0
36,1296,12.0,12.0,3,1000000.0,2.0,0,1,1,0
25,625,12.0,36.0,2,1200000.0,2.0,0,1,1,0
58,3364,12.0,32.0,3,1000000.0,1.0,1,1,1,0
53,2809,15.0,45.0,6,2000000.0,1.0,0,1,1,0
62,3844,13.0,40.0,1,1800000.0,4.0,1,0,1,0
52,2704,17.0,55.0,2,2350000.0,8.0,1,0,1,0
38,1444,17.0,65.0,1,2300000.0,10.0,0,0,1,0
30,900,17.0,48.0,3,2000000.0,11.0,0,1,1,0
46,2116,19.0,40.0,4,4000000.0,11.0,1,1,1,0
62,3844,14.0,40.0,3,1200000.0,3.0,0,1,1,0
35,1225,12.0,45.0,4,1000000.0,10.0,0,1,1,0
35,1225,12.0,45.0,4,250000.0,1.0,1,1,1,0
41,1681,17.0,45.0,1,2000000.0,12.0,0,0,1,0
49,2401,15.0,42.0,3,2500000.0,11.0,0,1,1,0
40,1600,15.0,42.0,3,400000.0,4.0,1,1,1,0
61,3721,12.0,40.0,2,1100000.0,2.0,0,1,1,0
47,2209,10.0,44.0,3,800000.0,2.0,0,1,1,0
43,1849,17.0,40.0,3,1600000.0,12.0,1,1,1,0
45,2025,17.0,40.0,3,2400000.0,9.0,0,1,1,0
37,1369,16.0,35.0,3,1200000.0,12.0,0,1,1,0
34,1156,17.0,35.0,3,1300000.0,12.0,1,1,1,0
26,676,17.0,34.0,2,1900000.0,6.0,1,1,1,0
28,784,15.0,34.0,2,1200000.0,7.0,1,1,1,0
54,2916,17.0,67.0,3,1250000.0,8.0,1,1,1,0
59,3481,15.0,45.0,2,2000000.0,7.0,1,0,1,0
60,3600,17.0,0.0,4,7000000.0,2.0,1,0,1,0
28,784,16.0,48.0,2,900000.0,8.0,1,0,1,0
21,441,10.0,12.0,2,600000.0,2.0,0,0,0,0
41,1681,14.0,60.0,2,600000.0,10.0,0,1,1,0
53,2809,15.0,63.0,4,500000.0,1.0,1,0,0,0
38,1444,17.0,48.0,3,1000000.0,2.0,0,1,0,0
46,2116,12.0,54.0,3,800000.0,4.0,1,0,1,0
33,1089,17.0,36.0,2,2000000.0,9.0,1,1,1,0
33,1089,18.0,36.0,2,1500000.0,10.0,0,1,1,0
51,2601,17.0,15.0,2,1200000.0,1.0,1,1,1,0
65,4225,12.0,15.0,2,1000000.0,3.0,0,1,1,0
66,4356,17.0,27.0,1,1600000.0,6.0,1,0,1,1
46,2116,15.0,52.0,4,1800000.0,3.0,0,1,1,0
54,2916,19.0,64.0,3,2800000.0,12.0,0,1,1,0
39,1521,9.0,45.0,7,1000000.0,5.0,1,1,0,0
41,1681,12.0,44.0,4,1000000.0,3.0,1,1,1,0
60,3600,9.0,4.0,2,700000.0,7.0,1,0,1,0
22,484,9.0,4.0,2,950000.0,7.0,0,0,1,0
39,1521,14.0,40.0,3,900000.0,5.0,1,1,1,0
40,1600,14.0,40.0,3,675000.0,7.0,0,1,1,0
50,2500,17.0,64.0,3,8000000.0,1.0,1,1,1,0
64,4096,19.0,45.0,2,2100000.0,12.0,0,0,1,0
81,6561,17.0,20.0,2,1000000.0,2.0,1,1,1,0
77,5929,17.0,20.0,2,1000000.0,2.0,1,1,1,0
49,2401,15.0,35.0,2,2120000.0,12.0,0,1,1,0
45,2025,17.0,35.0,2,2300000.0,9.0,1,1,1,1
35,1225,16.0,40.0,1,2000000.0,12.0,1,0,1,0
47,2209,14.0,35.0,1,850000.0,12.0,0,0,1,0
36,1296,13.0,24.0,2,400000.0,12.0,1,0,1,0
23,529,12.0,16.0,2,800000.0,4.0,1,0,1,0
27,729,17.0,15.0,2,900000.0,9.0,1,0,1,0
40,1600,17.0,35.0,3,600000.0,9.0,0,1,0,1
42,1764,17.0,35.0,3,2000000.0,1.0,1,1,1,0
39,1521,15.0,78.0,1,1200000.0,9.0,0,0,1,0
29,841,17.0,50.0,1,2000000.0,1.0,1,0,1,0
44,1936,17.0,29.0,4,500000.0,6.0,0,1,0,0
23,529,14.0,52.0,3,800000.0,1.0,1,0,1,0
56,3136,17.0,52.0,3,2000000.0,1.0,1,0,1,0
61,3721,15.0,20.0,2,220500.0,1.0,1,0,0,0
58,3364,17.0,40.0,1,2000000.0,1.0,1,0,1,0
30,900,15.0,40.0,1,2500000.0,9.0,0,0,1,0
34,1156,14.0,48.0,2,1500000.0,9.0,1,0,1,0
55,3025,12.0,40.0,3,620000.0,9.0,1,1,1,0
35,1225,12.0,40.0,5,1000000.0,9.0,0,1,1,0
32,1024,13.0,40.0,5,750000.0,6.0,1,1,1,0
32,1024,17.0,34.0,3,600000.0,10.0,1,0,1,1
45,2025,6.0,30.0,3,400000.0,3.0,1,0,0,0
41,1681,8.0,21.0,4,1500000.0,1.0,0,1,1,0
39,1521,15.0,40.0,2,800000.0,12.0,0,0,1,0
35,1225,12.0,65.0,2,1000000.0,7.0,0,1,1,0
47,2209,15.0,70.0,1,1300000.0,1.0,0,0,0,0
59,3481,15.0,40.0,2,1100000.0,11.0,1,0,1,0
54,2916,12.0,0.0,3,1500000.0,12.0,0,1,1,0
48,2304,12.0,50.0,5,1100000.0,12.0,0,1,1,0
51,2601,16.0,50.0,5,170000.0,12.0,1,1,1,0
35,1225,15.0,48.0,3,1200000.0,7.0,1,1,1,0
31,961,12.0,48.0,3,900000.0,7.0,0,1,1,0
33,1089,15.0,36.0,1,1050000.0,1.0,0,0,1,0
44,1936,12.0,46.0,3,1000000.0,4.0,0,1,0,0
43,1849,17.0,46.0,3,800000.0,9.0,1,1,1,0
46,2116,6.0,45.0,5,1000000.0,7.0,0,1,1,1
44,1936,12.0,48.0,5,500000.0,2.0,0,1,1,0
46,2116,12.0,48.0,5,500000.0,2.0,1,1,1,0
33,1089,7.0,60.0,4,800000.0,1.0,1,0,0,1
33,1089,12.0,30.0,5,550000.0,11.0,1,1,1,0
44,1936,17.0,29.0,4,350000.0,9.0,1,1,1,0
42,1764,12.0,56.0,5,600000.0,1.0,1,1,0,0
55,3025,6.0,30.0,1,900000.0,12.0,1,0,1,0
26,676,6.0,45.0,2,750000.0,4.0,0,1,0,0
23,529,12.0,45.0,2,600000.0,5.0,1,1,0,0
52,2704,15.0,44.0,4,800000.0,8.0,1,1,1,0
51,2601,15.0,44.0,4,2000000.0,8.0,0,1,1,0
33,1089,12.0,45.0,4,400000.0,5.0,0,0,1,1
45,2025,12.0,36.0,3,2000000.0,12.0,0,1,1,0
47,2209,15.0,36.0,3,1300000.0,7.0,1,1,1,0
41,1681,12.0,32.0,4,150000.0,8.0,1,1,0,0
37,1369,12.0,12.0,1,200000.0,1.0,0,0,1,0
52,2704,12.0,30.0,5,1500000.0,1.0,0,1,0,0
31,961,13.0,45.0,1,1200000.0,9.0,0,0,1,0
42,1764,17.0,48.0,3,1500000.0,11.0,0,1,1,0
45,2025,17.0,48.0,3,550000.0,10.0,1,1,1,0
18,324,6.0,14.0,6,60000.0,2.0,0,0,0,0
58,3364,5.0,31.0,3,1600000.0,1.0,0,1,0,0
62,3844,6.0,40.0,1,800000.0,9.0,0,0,1,0
62,3844,15.0,28.0,1,70000.0,1.0,1,0,1,0
58,3364,6.0,32.0,4,850000.0,7.0,0,1,1,0
44,1936,17.0,40.0,1,1500000.0,9.0,1,0,1,0
26,676,12.0,46.0,2,40000.0,1.0,1,1,1,0
28,784,12.0,48.0,3,700000.0,7.0,1,0,1,0
29,841,8.0,15.0,5,70000.0,1.0,1,1,0,1
45,2025,9.0,40.0,5,2000000.0,6.0,0,1,1,0
55,3025,6.0,40.0,2,600000.0,3.0,0,1,0,0
55,3025,12.0,15.0,3,1500000.0,10.0,0,1,1,0
58,3364,15.0,15.0,3,1500000.0,10.0,1,1,1,0
23,529,16.0,30.0,3,900000.0,1.0,1,0,0,1
47,2209,7.0,48.0,4,800000.0,6.0,1,0,0,0
26,676,12.0,48.0,4,1200000.0,12.0,1,1,1,0
24,576,12.0,48.0,4,1150000.0,6.0,0,0,1,0
27,729,12.0,48.0,4,1400000.0,12.0,0,1,1,0
47,2209,17.0,65.0,1,2000000.0,10.0,0,0,1,0
48,2304,12.0,48.0,1,750000.0,6.0,1,0,1,0
45,2025,17.0,40.0,1,2000000.0,9.0,1,0,1,0
64,4096,15.0,68.0,1,800000.0,7.0,0,0,1,0
36,1296,6.0,48.0,4,500000.0,12.0,0,1,1,0
39,1521,12.0,6.0,4,400000.0,6.0,1,0,1,0
41,1681,8.0,40.0,4,2500000.0,12.0,0,1,1,0
42,1764,12.0,40.0,4,1000000.0,11.0,0,1,1,0
52,2704,16.0,40.0,4,960000.0,1.0,1,1,0,0
51,2601,15.0,48.0,4,900000.0,11.0,1,1,1,0
56,3136,8.0,6.0,4,160000.0,1.0,0,1,0,1
43,1849,6.0,62.0,3,160000.0,1.0,1,1,0,0
34,1156,8.0,62.0,3,800000.0,6.0,0,1,0,0
36,1296,12.0,48.0,3,900000.0,7.0,1,0,1,0
49,2401,12.0,40.0,3,1500000.0,10.0,0,1,1,0
43,1849,12.0,40.0,3,600000.0,9.0,1,1,1,0
69,4761,19.0,25.0,1,1200000.0,12.0,1,0,1,0
31,961,11.0,30.0,4,100000.0,1.0,1,0,1,0
33,1089,12.0,37.0,4,1200000.0,1.0,0,1,0,0
25,625,17.0,19.0,2,400000.0,7.0,1,0,1,0
23,529,15.0,19.0,2,600000.0,6.0,1,0,1,1
40,1600,9.0,60.0,3,560000.0,2.0,1,1,0,0
27,729,12.0,38.0,4,600000.0,6.0,0,1,1,0
33,1089,15.0,38.0,4,80000.0,1.0,1,1,1,0
32,1024,6.0,56.0,6,750000.0,1.0,0,1,0,0
19,361,12.0,44.0,3,500000.0,11.0,0,0,1,0
28,784,12.0,51.0,4,300000.0,2.0,1,1,1,0
76,5776,15.0,30.0,2,300000.0,1.0,1,0,1,0
30,900,12.0,38.0,2,625000.0,8.0,0,0,1,0
65,4225,12.0,0.0,1,1800000.0,12.0,1,0,1,0
35,1225,12.0,51.0,5,1300000.0,9.0,0,1,0,1
26,676,13.0,38.0,1,900000.0,6.0,0,0,1,1
53,2809,15.0,40.0,1,1100000.0,11.0,0,0,1,0
41,1681,12.0,23.0,6,0.0,7.0,0,1,1,0
42,1764,12.0,72.0,5,1500000.0,7.0,0,1,1,0
40,1600,12.0,72.0,5,350000.0,1.0,1,1,1,0
38,1444,6.0,24.0,5,500000.0,1.0,0,1,0,0
37,1369,6.0,40.0,2,700000.0,5.0,0,1,1,0
39,1521,15.0,52.0,1,600000.0,1.0,0,0,1,0
60,3600,12.0,60.0,5,1300000.0,9.0,0,1,1,0
56,3136,17.0,55.0,5,3000000.0,1.0,0,1,1,0
58,3364,17.0,50.0,2,3000000.0,4.0,1,1,1,0
45,2025,17.0,50.0,2,3000000.0,1.0,1,1,1,0
27,729,9.0,44.0,5,1000000.0,9.0,0,1,1,0
54,2916,17.0,55.0,5,1500000.0,1.0,1,1,1,0
26,676,14.0,18.0,2,575000.0,7.0,0,0,1,1
29,841,17.0,41.0,1,900000.0,3.0,1,0,1,1
50,2500,15.0,0.0,3,0.0,1.0,1,0,0,0
49,2401,17.0,36.0,4,700000.0,2.0,1,0,1,0
25,625,6.0,40.0,2,600000.0,2.0,0,1,0,0
24,576,12.0,40.0,2,800000.0,5.0,1,1,1,0
38,1444,12.0,40.0,6,1500000.0,9.0,0,1,1,0
38,1444,8.0,77.0,4,50000.0,1.0,1,1,1,0
57,3249,17.0,48.0,2,1500000.0,8.0,1,1,1,0
25,625,16.0,30.0,1,800000.0,9.0,1,0,1,0
44,1936,15.0,32.0,3,920000.0,9.0,1,1,1,0
24,576,17.0,32.0,3,380000.0,9.0,1,0,1,0
65,4225,15.0,4.0,2,300000.0,1.0,1,1,1,0
62,3844,12.0,35.0,1,1800000.0,1.0,0,0,1,0
32,1024,17.0,30.0,3,1000000.0,8.0,1,1,1,0
32,1024,14.0,30.0,3,1500000.0,11.0,0,1,1,0
40,1600,14.0,77.0,4,8000000.0,6.0,0,0,1,0
24,576,12.0,50.0,1,400000.0,4.0,0,0,0,0
58,3364,9.0,60.0,3,1500000.0,9.0,0,1,1,0
37,1369,12.0,72.0,4,1000000.0,9.0,0,1,1,0
51,2601,12.0,40.0,3,1500000.0,10.0,0,1,1,0
46,2116,12.0,40.0,4,1020000.0,11.0,1,0,1,0
28,784,17.0,35.0,2,1300000.0,9.0,1,0,1,0
55,3025,17.0,35.0,1,800000.0,5.0,0,0,0,0
34,1156,6.0,40.0,2,1500000.0,2.0,0,0,1,0
32,1024,6.0,48.0,1,1200000.0,6.0,0,0,1,0
44,1936,17.0,25.0,1,500000.0,8.0,1,0,1,0
51,2601,17.0,40.0,4,1200000.0,5.0,1,1,1,0
42,1764,17.0,45.0,5,4000000.0,12.0,0,1,1,0
49,2401,15.0,48.0,3,1200000.0,12.0,1,1,1,0
30,900,15.0,40.0,2,1100000.0,9.0,0,0,1,1
49,2401,15.0,50.0,1,1200000.0,4.0,1,0,1,0
28,784,12.0,96.0,4,570000.0,12.0,1,0,1,0
44,1936,15.0,80.0,4,900000.0,12.0,0,1,1,0
44,1936,12.0,40.0,4,1000000.0,1.0,0,1,1,0
64,4096,12.0,40.0,3,3000000.0,6.0,0,1,1,0
50,2500,6.0,35.0,4,600000.0,3.0,0,1,0,0
49,2401,8.0,35.0,4,600000.0,3.0,1,1,0,0
24,576,12.0,35.0,4,600000.0,3.0,0,0,1,0
30,900,12.0,45.0,1,1100000.0,1.0,0,0,1,0
64,4096,15.0,57.0,2,600000.0,1.0,1,0,1,0
60,3600,12.0,16.0,1,100000.0,1.0,1,0,1,0
57,3249,12.0,30.0,4,3000000.0,1.0,0,1,1,0
34,1156,14.0,45.0,3,2500000.0,5.0,0,1,1,0
63,3969,15.0,42.0,1,8000000.0,6.0,0,0,1,1
20,400,13.0,8.0,3,400000.0,7.0,1,0,1,1
20,400,12.0,70.0,7,840000.0,2.0,1,0,0,0
75,5625,12.0,40.0,2,2000000.0,1.0,0,1,1,0
49,2401,17.0,40.0,4,470000.0,8.0,1,1,1,0
26,676,15.0,50.0,1,900000.0,6.0,1,0,1,1
63,3969,19.0,24.0,1,800000.0,1.0,1,0,1,0
40,1600,13.0,50.0,6,2000000.0,2.0,0,1,1,0
63,3969,12.0,32.0,2,1500000.0,10.0,1,1,1,0
58,3364,12.0,32.0,2,1500000.0,10.0,0,1,1,0
49,2401,12.0,21.0,5,500000.0,2.0,0,1,0,0
46,2116,12.0,21.0,5,500000.0,2.0,1,1,0,0
42,1764,17.0,28.0,2,900000.0,1.0,0,0,1,0
35,1225,15.0,16.0,3,450000.0,2.0,0,0,1,1
53,2809,12.0,30.0,4,1500000.0,3.0,1,1,1,0
34,1156,16.0,30.0,4,900000.0,3.0,0,0,1,1
51,2601,15.0,66.0,4,1500000.0,6.0,0,1,1,0
50,2500,15.0,66.0,4,1500000.0,7.0,1,1,1,0
49,2401,17.0,70.0,4,600000.0,8.0,0,1,1,0
52,2704,12.0,70.0,4,1000000.0,11.0,1,1,1,0
44,1936,12.0,30.0,4,500000.0,12.0,0,1,1,0
47,2209,12.0,30.0,4,300000.0,2.0,1,1,1,0
34,1156,12.0,70.0,7,840000.0,2.0,1,0,0,0
29,841,8.0,0.0,3,60000.0,1.0,0,0,0,0
64,4096,6.0,30.0,1,500000.0,1.0,0,0,0,0
38,1444,12.0,50.0,6,1200000.0,3.0,1,1,1,0
47,2209,13.0,28.0,1,78000.0,6.0,1,0,1,0
54,2916,12.0,35.0,2,3625000.0,1.0,1,0,1,1
66,4356,12.0,30.0,2,3000000.0,1.0,0,1,1,0
21,441,12.0,40.0,2,200000.0,4.0,1,0,1,0
46,2116,12.0,84.0,4,1500000.0,7.0,1,1,1,0
37,1369,15.0,16.0,2,150000.0,9.0,0,1,0,0
36,1296,12.0,24.0,4,800000.0,12.0,1,1,1,0
45,2025,12.0,24.0,4,2000000.0,12.0,0,1,1,0
34,1156,12.0,48.0,2,600000.0,5.0,1,0,0,1
36,1296,12.0,84.0,1,900000.0,2.0,0,0,1,0
43,1849,12.0,48.0,3,1500000.0,8.0,1,0,1,1
21,441,10.0,48.0,3,650000.0,6.0,1,0,1,1
47,2209,19.0,30.0,4,8000000.0,5.0,1,0,1,0
37,1369,16.0,41.0,2,700050.0,7.0,1,1,1,0
38,1444,9.0,41.0,2,1300000.0,1.0,0,1,1,0
52,2704,15.0,48.0,4,1500000.0,2.0,0,1,1,0
45,2025,12.0,48.0,4,1200000.0,2.0,1,1,1,0
26,676,16.0,36.0,1,1000000.0,2.0,0,0,0,0
54,2916,9.0,32.0,3,2000000.0,12.0,0,1,1,0
56,3136,12.0,54.0,3,1000000.0,4.0,0,1,1,0
44,1936,14.0,40.0,3,1000000.0,2.0,1,1,1,0
78,6084,2.0,48.0,2,700000.0,2.0,0,1,1,0
70,4900,12.0,48.0,2,410000.0,2.0,1,1,1,0
34,1156,12.0,72.0,4,800000.0,7.0,0,1,1,0
54,2916,15.0,40.0,2,943000.0,7.0,1,1,1,0
40,1600,8.0,72.0,5,800000.0,2.0,0,1,1,0
52,2704,12.0,72.0,1,2700000.0,2.0,0,0,1,0
32,1024,17.0,40.0,2,2100000.0,9.0,1,1,1,0
33,1089,12.0,40.0,2,1600000.0,8.0,0,1,1,0
47,2209,15.0,40.0,4,600000.0,7.0,1,1,1,0
52,2704,10.0,40.0,3,1000000.0,5.0,0,1,1,0
75,5625,6.0,35.0,1,800000.0,1.0,0,0,1,0
53,2809,12.0,30.0,1,650000.0,9.0,1,0,1,0
56,3136,6.0,36.0,3,300000.0,1.0,1,0,0,0
56,3136,13.0,48.0,3,1000000.0,1.0,0,1,1,0
34,1156,12.0,54.0,7,1500000.0,3.0,0,1,0,0
28,784,17.0,25.0,1,1000000.0,1.0,0,0,1,0
39,1521,17.0,45.0,3,1500000.0,10.0,1,0,1,0
52,2704,6.0,40.0,2,950000.0,7.0,0,1,1,0
64,4096,6.0,79.0,1,900000.0,1.0,0,0,0,0
25,625,15.0,48.0,1,1000000.0,7.0,1,0,1,0
36,1296,12.0,48.0,2,700000.0,1.0,1,1,1,0
43,1849,17.0,48.0,2,2000000.0,2.0,0,1,1,0
22,484,11.0,140.0,2,1000000.0,7.0,0,0,0,0
24,576,8.0,140.0,2,800000.0,7.0,0,0,0,0
41,1681,12.0,44.0,4,800000.0,2.0,0,1,1,0
47,2209,14.0,40.0,2,8500000.0,9.0,0,1,1,1
45,2025,17.0,56.0,4,3000000.0,12.0,1,1,1,0
46,2116,15.0,56.0,4,0.0,6.0,0,1,1,1
37,1369,15.0,53.0,1,1500000.0,1.0,0,0,1,0
30,900,13.0,45.0,2,1700000.0,12.0,0,1,1,0
62,3844,17.0,40.0,1,3000000.0,7.0,0,0,1,0
31,961,9.0,48.0,5,350000.0,1.0,0,1,0,0
44,1936,6.0,40.0,6,1200000.0,10.0,0,1,1,0
25,625,9.0,40.0,6,1200000.0,10.0,0,0,1,0
44,1936,15.0,40.0,1,400000.0,1.0,1,0,1,0
28,784,12.0,60.0,2,1300000.0,8.0,0,1,1,0
24,576,4.0,60.0,2,300000.0,1.0,1,1,1,0
66,4356,6.0,40.0,2,1500000.0,1.0,0,1,1,0
30,900,15.0,40.0,4,1000000.0,2.0,0,1,1,0
29,841,12.0,40.0,4,1500000.0,1.0,1,1,1,0
37,1369,14.0,60.0,4,1400000.0,7.0,0,1,0,0
57,3249,9.0,20.0,3,1600000.0,9.0,0,1,1,0
59,3481,12.0,36.0,2,1500000.0,9.0,0,0,1,0
45,2025,15.0,40.0,2,1200000.0,8.0,1,0,1,0
25,625,12.0,40.0,1,1600000.0,11.0,0,1,1,0
50,2500,12.0,30.0,4,1800000.0,2.0,1,1,1,0
32,1024,15.0,60.0,5,400000.0,9.0,0,1,1,0
57,3249,12.0,28.0,3,730000.0,7.0,1,0,1,0
43,1849,15.0,30.0,1,2200000.0,3.0,0,0,1,0
42,1764,14.0,63.0,2,1200000.0,1.0,1,0,1,0
54,2916,17.0,45.0,1,2200000.0,7.0,1,0,1,0
60,3600,6.0,35.0,5,700000.0,10.0,0,1,1,0
49,2401,6.0,40.0,1,500000.0,1.0,0,0,0,0
51,2601,17.0,40.0,5,3000000.0,8.0,1,1,1,0
55,3025,12.0,40.0,3,1600000.0,5.0,0,1,1,0
53,2809,12.0,40.0,3,3000000.0,5.0,1,1,1,0
26,676,12.0,45.0,2,1200000.0,12.0,1,1,1,0
30,900,12.0,45.0,2,1200000.0,8.0,0,1,1,0
61,3721,6.0,50.0,3,1000000.0,1.0,0,1,0,0
33,1089,12.0,35.0,2,1000000.0,9.0,1,1,1,0
34,1156,12.0,35.0,2,1100000.0,6.0,1,1,1,0
63,3969,14.0,8.0,1,150000.0,1.0,1,0,1,0
39,1521,17.0,45.0,3,3000000.0,8.0,0,1,1,0
40,1600,15.0,45.0,3,1100000.0,8.0,1,1,1,0
43,1849,15.0,25.0,3,1000000.0,1.0,1,0,1,0
23,529,12.0,25.0,3,900000.0,1.0,0,0,1,0
30,900,16.0,48.0,4,900000.0,2.0,0,0,1,0
51,2601,10.0,38.0,1,950000.0,1.0,0,0,0,1
55,3025,12.0,44.0,2,920000.0,1.0,0,1,1,0
31,961,12.0,36.0,1,1050000.0,6.0,0,0,1,0
63,3969,5.0,36.0,4,800000.0,1.0,0,1,0,0
44,1936,17.0,45.0,3,3500000.0,9.0,0,1,1,0
58,3364,8.0,44.0,1,1400000.0,7.0,0,0,1,0
52,2704,9.0,48.0,3,800000.0,1.0,0,1,0,0
50,2500,15.0,48.0,3,350000.0,1.0,1,1,0,0
45,2025,6.0,30.0,6,1000000.0,1.0,0,1,0,0
50,2500,19.0,28.0,2,200000.0,2.0,1,1,1,0
45,2025,17.0,40.0,3,930000.0,7.0,1,0,1,0
35,1225,15.0,36.0,3,2800000.0,12.0,0,1,1,0
39,1521,12.0,26.0,3,650000.0,6.0,1,0,1,0
36,1296,12.0,24.0,4,800000.0,7.0,1,0,0,1
44,1936,12.0,40.0,3,0.0,1.0,1,1,1,0
52,2704,8.0,6.0,1,500000.0,1.0,1,0,0,0
56,3136,17.0,40.0,4,2400000.0,8.0,1,1,1,0
40,1600,16.0,40.0,4,1500000.0,1.0,1,1,1,0
63,3969,11.0,24.0,1,600000.0,1.0,0,0,1,0
29,841,12.0,20.0,3,700000.0,3.0,1,1,1,0
26,676,12.0,20.0,3,920000.0,7.0,0,1,1,0
49,2401,13.0,49.0,2,1100000.0,6.0,1,0,1,0
36,1296,12.0,45.0,4,800000.0,6.0,0,1,1,0
55,3025,19.0,32.0,2,200000.0,1.0,1,1,1,0
53,2809,6.0,44.0,3,1500000.0,1.0,0,1,1,0
44,1936,6.0,44.0,3,500000.0,1.0,1,1,1,0
39,1521,13.0,20.0,3,400000.0,1.0,0,1,0,0
30,900,14.0,100.0,3,120000.0,1.0,1,1,1,0
50,2500,15.0,50.0,4,3000000.0,3.0,0,1,1,0
54,2916,15.0,40.0,2,1700000.0,7.0,1,0,1,0
71,5041,12.0,44.0,1,600000.0,3.0,1,0,1,0
54,2916,15.0,60.0,4,800000.0,6.0,1,1,1,0
43,1849,14.0,60.0,2,900000.0,6.0,1,0,0,0
45,2025,15.0,36.0,2,1000000.0,1.0,1,0,1,0
26,676,12.0,36.0,2,1200000.0,7.0,0,0,1,0
38,1444,12.0,40.0,5,300000.0,1.0,1,1,1,0
69,4761,9.0,45.0,2,0.0,5.0,1,1,1,0
73,5329,19.0,40.0,2,6000000.0,10.0,0,1,1,0
63,3969,19.0,40.0,2,6000000.0,10.0,1,1,1,0
45,2025,9.0,30.0,4,650000.0,6.0,0,1,1,0
34,1156,12.0,48.0,1,1000000.0,7.0,0,0,1,0
22,484,11.0,40.0,4,700000.0,7.0,0,0,1,1
45,2025,15.0,40.0,3,1300000.0,9.0,1,1,1,0
48,2304,8.0,40.0,3,400000.0,12.0,0,1,1,1
47,2209,15.0,35.0,4,750000.0,2.0,0,1,1,0
35,1225,12.0,40.0,2,200000.0,9.0,1,1,1,0
37,1369,15.0,36.0,1,800000.0,1.0,0,0,1,0
32,1024,12.0,46.0,2,0.0,1.0,1,1,1,0
48,2304,17.0,51.0,3,1700000.0,9.0,0,1,1,1
46,2116,14.0,45.0,1,1200000.0,10.0,1,0,1,0
34,1156,12.0,42.0,3,2000000.0,1.0,1,1,0,1
47,2209,15.0,40.0,2,900000.0,8.0,1,0,1,0
59,3481,15.0,24.0,3,1800000.0,7.0,0,1,1,0
33,1089,12.0,96.0,6,1960000.0,8.0,0,1,1,0
51,2601,12.0,65.0,5,4000000.0,4.0,0,1,1,0
70,4900,15.0,40.0,3,2500000.0,9.0,0,1,1,0
60,3600,15.0,30.0,1,1000000.0,1.0,1,0,1,0
36,1296,12.0,45.0,1,1500000.0,7.0,0,0,1,0
55,3025,9.0,48.0,5,450000.0,1.0,0,1,0,0
18,324,11.0,48.0,5,240000.0,7.0,0,0,0,0
24,576,11.0,48.0,1,900000.0,4.0,0,0,0,1
42,1764,12.0,60.0,4,300000.0,1.0,0,1,1,0
30,900,17.0,60.0,4,1200000.0,9.0,1,1,1,0
60,3600,6.0,45.0,2,800000.0,11.0,0,1,1,0
44,1936,12.0,35.0,3,1600000.0,12.0,0,1,1,0
31,961,6.0,40.0,4,1120000.0,5.0,0,1,0,0
43,1849,6.0,35.0,4,750000.0,2.0,1,1,1,0
31,961,19.0,40.0,4,980000.0,9.0,0,1,1,0
47,2209,8.0,0.0,2,1200000.0,5.0,0,0,1,0
72,5184,15.0,10.0,2,200000.0,1.0,1,1,1,0
46,2116,14.0,3.0,2,300000.0,1.0,1,1,1,0
38,1444,12.0,3.0,2,1000000.0,7.0,0,1,1,0
29,841,17.0,30.0,1,900000.0,3.0,1,0,1,0
50,2500,15.0,84.0,1,800000.0,3.0,0,1,1,0
26,676,12.0,42.0,1,1000000.0,1.0,1,0,0,0
