edad,edad2,educ,horastrabj,nhogar,P21,PP04C,mujer,casado_unido,tiene_cobertura_salud,informal_2024
63,3969,17.0,60.0,5,2000000.0,8.0,0,1,1,1
54,2916,17.0,60.0,5,1500000.0,1.0,1,1,1,0
33,1089,15.0,36.0,2,870000.0,8.0,0,1,1,0
37,1369,12.0,36.0,1,400000.0,9.0,0,0,1,0
38,1444,8.0,50.0,6,1500000.0,6.0,0,1,0,0
39,1521,6.0,20.0,4,400000.0,2.0,0,1,1,0
35,1225,6.0,20.0,4,300000.0,2.0,1,1,0,0
39,1521,17.0,45.0,2,3000000.0,1.0,1,0,1,0
61,3721,17.0,30.0,3,2500000.0,1.0,0,1,1,0
24,576,17.0,30.0,3,1200000.0,12.0,0,0,1,0
33,1089,12.0,35.0,3,800000.0,11.0,1,1,1,0
56,3136,12.0,44.0,4,1100000.0,6.0,0,1,1,0
44,1936,15.0,40.0,4,1400000.0,12.0,0,1,1,0
42,1764,12.0,40.0,4,450000.0,8.0,1,1,1,0
56,3136,15.0,32.0,3,1000000.0,12.0,0,1,1,0
50,2500,19.0,32.0,3,1000000.0,8.0,1,1,1,0
26,676,17.0,45.0,1,1500000.0,3.0,0,0,1,0
29,841,15.0,50.0,6,800000.0,6.0,0,1,1,0
40,1600,14.0,50.0,6,800000.0,5.0,1,1,1,1
30,900,11.0,50.0,6,625000.0,6.0,0,0,0,1
35,1225,11.0,50.0,6,900000.0,11.0,0,1,1,0
40,1600,15.0,40.0,4,1000000.0,8.0,1,1,1,0
37,1369,17.0,40.0,3,900000.0,11.0,0,1,1,0
62,3844,12.0,54.0,2,900000.0,1.0,1,1,1,0
56,3136,15.0,60.0,4,2000000.0,9.0,1,1,1,0
26,676,17.0,60.0,4,700000.0,9.0,1,0,1,0
23,529,15.0,60.0,4,600000.0,7.0,1,0,1,0
53,2809,15.0,23.0,1,600000.0,9.0,1,0,1,0
30,900,0.0,2.0,3,80000.0,6.0,0,1,0,1
42,1764,15.0,4.0,5,800000.0,8.0,1,1,1,0
34,1156,15.0,45.0,1,300000.0,1.0,1,0,1,1
52,2704,17.0,15.0,3,1500000.0,1.0,1,1,1,0
53,2809,17.0,15.0,3,3500000.0,11.0,0,1,1,0
71,5041,7.0,48.0,1,1000000.0,2.0,0,0,1,0
32,1024,17.0,45.0,3,370000.0,6.0,1,1,1,0
35,1225,17.0,0.0,1,1500000.0,12.0,1,0,1,0
45,2025,11.0,40.0,3,1600000.0,7.0,0,1,1,0
41,1681,7.0,40.0,3,800000.0,4.0,1,1,1,0
47,2209,8.0,21.0,6,600000.0,1.0,0,1,0,0
47,2209,10.0,21.0,6,30000.0,1.0,0,1,0,0
40,1600,12.0,39.0,5,500000.0,9.0,0,1,0,0
39,1521,6.0,36.0,2,200000.0,2.0,1,1,1,0
57,3249,6.0,36.0,2,200000.0,2.0,0,1,1,0
48,2304,14.0,40.0,5,590000.0,6.0,1,1,1,0
53,2809,13.0,40.0,5,900000.0,1.0,0,1,1,0
71,5041,12.0,40.0,4,1000000.0,7.0,0,1,1,0
32,1024,17.0,40.0,4,1000000.0,7.0,1,0,1,0
48,2304,17.0,30.0,3,3500000.0,12.0,1,0,1,0
77,5929,16.0,14.0,1,250000.0,12.0,1,0,1,0
44,1936,13.0,45.0,3,300000.0,2.0,0,1,1,0
44,1936,15.0,45.0,3,750000.0,10.0,1,1,1,0
43,1849,17.0,40.0,1,1500000.0,9.0,1,0,1,0
29,841,15.0,24.0,3,800000.0,12.0,1,1,1,0
38,1444,12.0,43.0,1,900000.0,9.0,0,0,1,0
48,2304,16.0,40.0,3,1000000.0,5.0,1,1,1,0
38,1444,12.0,48.0,4,1000000.0,6.0,0,1,1,0
43,1849,15.0,40.0,3,800000.0,6.0,1,0,1,0
57,3249,12.0,66.0,4,2000000.0,1.0,0,1,1,0
34,1156,17.0,32.0,3,750000.0,2.0,1,1,1,0
37,1369,12.0,32.0,3,880000.0,2.0,0,1,1,0
36,1296,17.0,45.0,3,870000.0,9.0,1,1,1,0
36,1296,17.0,45.0,3,1000000.0,11.0,0,1,1,0
40,1600,15.0,27.0,3,1300000.0,10.0,0,1,1,0
36,1296,15.0,27.0,3,1400000.0,2.0,1,1,1,0
35,1225,17.0,36.0,1,3500000.0,1.0,0,0,1,0
56,3136,10.0,35.0,4,2000000.0,12.0,0,1,1,0
40,1600,17.0,30.0,1,1300000.0,7.0,0,0,1,0
32,1024,15.0,16.0,2,800000.0,9.0,1,0,1,0
46,2116,15.0,45.0,2,890000.0,7.0,1,0,1,0
27,729,15.0,45.0,2,700000.0,6.0,1,0,1,0
67,4489,5.0,40.0,1,1000000.0,3.0,0,0,0,0
57,3249,6.0,40.0,5,1400000.0,2.0,0,1,0,0
44,1936,15.0,45.0,3,700000.0,8.0,1,1,1,0
44,1936,12.0,45.0,3,900000.0,1.0,0,1,1,0
38,1444,15.0,40.0,3,1000000.0,8.0,1,0,1,0
52,2704,6.0,45.0,3,1000000.0,10.0,1,0,1,0
33,1089,12.0,50.0,4,1000000.0,4.0,0,1,0,0
33,1089,17.0,50.0,4,1200000.0,12.0,1,1,1,0
60,3600,6.0,55.0,4,800000.0,8.0,0,0,1,0
49,2401,17.0,45.0,1,1810000.0,1.0,1,0,1,0
65,4225,6.0,14.0,1,300000.0,1.0,0,0,0,0
66,4356,12.0,40.0,2,1500000.0,7.0,0,1,1,0
25,625,6.0,55.0,4,800000.0,1.0,0,1,1,0
20,400,12.0,8.0,4,500000.0,4.0,1,0,1,0
52,2704,14.0,45.0,5,1800000.0,6.0,0,1,1,0
55,3025,12.0,45.0,5,1500000.0,6.0,1,1,1,0
44,1936,9.0,32.0,2,500000.0,1.0,0,1,0,0
47,2209,15.0,32.0,2,150000.0,1.0,1,1,0,0
45,2025,17.0,0.0,2,600000.0,10.0,1,1,1,0
27,729,6.0,16.0,6,600000.0,1.0,1,0,0,0
55,3025,6.0,108.0,4,1100000.0,1.0,0,1,1,0
48,2304,15.0,42.0,3,780000.0,7.0,1,0,1,0
37,1369,17.0,50.0,4,1300000.0,6.0,1,1,1,0
44,1936,12.0,50.0,4,1600000.0,11.0,0,1,1,0
33,1089,12.0,48.0,4,1500000.0,1.0,0,1,1,0
36,1296,17.0,6.0,4,200000.0,6.0,1,1,1,0
34,1156,12.0,6.0,4,800000.0,2.0,0,1,1,0
61,3721,6.0,45.0,4,1000000.0,1.0,0,0,1,0
53,2809,12.0,25.0,1,200000.0,1.0,1,0,1,0
60,3600,5.0,0.0,2,30000.0,1.0,1,0,0,0
43,1849,12.0,30.0,4,800000.0,1.0,0,1,0,0
53,2809,14.0,40.0,1,800000.0,3.0,0,0,0,0
76,5776,15.0,2.0,2,200000.0,7.0,0,0,1,0
47,2209,10.0,48.0,3,1500000.0,12.0,0,1,1,0
43,1849,12.0,30.0,4,200000.0,1.0,1,1,0,0
52,2704,17.0,39.0,3,500000.0,8.0,1,0,1,0
44,1936,15.0,51.0,5,2500000.0,12.0,0,1,1,0
54,2916,15.0,31.0,3,800000.0,9.0,0,1,1,0
48,2304,12.0,31.0,3,1000000.0,1.0,1,1,1,0
64,4096,9.0,30.0,1,700000.0,8.0,1,0,1,0
28,784,12.0,54.0,4,737000.0,10.0,1,1,1,0
20,400,12.0,39.0,3,800000.0,3.0,0,0,1,1
41,1681,15.0,60.0,2,700000.0,1.0,0,1,1,0
40,1600,15.0,20.0,2,960000.0,11.0,1,0,1,0
41,1681,6.0,48.0,3,1500000.0,6.0,0,1,1,0
50,2500,13.0,12.0,2,200000.0,1.0,1,0,1,0
48,2304,6.0,56.0,6,1200000.0,1.0,0,1,0,1
42,1764,12.0,45.0,4,900000.0,6.0,0,1,1,0
30,900,12.0,45.0,4,900000.0,11.0,1,1,1,0
47,2209,17.0,40.0,2,3100000.0,12.0,0,0,1,0
39,1521,15.0,36.0,4,790000.0,10.0,0,1,1,0
31,961,15.0,36.0,4,790000.0,10.0,1,1,1,0
56,3136,15.0,72.0,2,250000.0,1.0,0,0,0,0
46,2116,12.0,0.0,3,1200000.0,10.0,0,0,1,0
25,625,12.0,48.0,1,350000.0,11.0,0,0,1,0
56,3136,13.0,42.0,1,1200000.0,1.0,0,0,1,0
57,3249,3.0,45.0,2,200000.0,1.0,0,1,0,0
59,3481,15.0,48.0,1,1500000.0,1.0,0,0,1,0
54,2916,15.0,40.0,3,5000000.0,12.0,0,0,1,0
44,1936,19.0,44.0,1,1200000.0,12.0,0,0,1,0
54,2916,17.0,48.0,2,1560000.0,10.0,1,0,1,0
28,784,12.0,48.0,2,2200000.0,7.0,1,0,1,0
34,1156,9.0,50.0,6,1500000.0,11.0,0,1,1,0
67,4489,19.0,41.0,1,5000000.0,11.0,0,0,1,1
54,2916,12.0,68.0,4,1000000.0,10.0,0,1,1,0
50,2500,12.0,68.0,4,160000.0,3.0,1,1,1,0
28,784,12.0,40.0,2,1400000.0,9.0,1,1,1,0
28,784,12.0,40.0,2,700000.0,2.0,0,1,0,0
25,625,14.0,30.0,1,680000.0,12.0,1,0,1,0
45,2025,12.0,49.0,3,500000.0,1.0,0,0,0,0
56,3136,8.0,36.0,5,800000.0,3.0,0,1,0,0
55,3025,9.0,36.0,5,400000.0,2.0,1,1,0,0
22,484,7.0,36.0,5,400000.0,2.0,1,0,0,0
45,2025,15.0,48.0,4,1000000.0,2.0,0,1,1,0
49,2401,15.0,40.0,3,1500000.0,9.0,1,0,1,0
57,3249,15.0,30.0,3,800000.0,12.0,0,1,1,0
55,3025,17.0,30.0,3,800000.0,12.0,1,1,1,0
26,676,9.0,36.0,5,450000.0,5.0,0,0,0,0
23,529,9.0,36.0,5,450000.0,5.0,0,0,0,0
51,2601,12.0,40.0,5,1800000.0,11.0,0,1,1,0
24,576,17.0,40.0,5,600000.0,10.0,1,0,1,0
35,1225,12.0,54.0,4,1000000.0,7.0,0,1,1,0
41,1681,19.0,40.0,4,1400000.0,6.0,0,1,1,0
40,1600,17.0,40.0,2,2300000.0,9.0,0,0,1,0
49,2401,19.0,25.0,1,1100000.0,3.0,1,0,1,0
46,2116,15.0,40.0,1,1800000.0,3.0,1,0,1,0
40,1600,10.0,30.0,3,1300000.0,6.0,1,0,1,0
38,1444,17.0,40.0,2,1100000.0,8.0,1,1,1,0
36,1296,14.0,40.0,2,1000000.0,2.0,0,1,1,0
28,784,17.0,24.0,2,600000.0,6.0,1,0,1,1
45,2025,17.0,52.0,3,1500000.0,12.0,0,1,1,0
46,2116,16.0,52.0,3,350000.0,3.0,1,1,1,0
42,1764,15.0,60.0,1,1200000.0,1.0,0,0,1,0
53,2809,12.0,43.0,1,2500000.0,12.0,0,0,1,0
30,900,12.0,45.0,2,1550000.0,7.0,0,1,1,0
31,961,12.0,16.0,6,800000.0,10.0,0,1,1,0
42,1764,14.0,30.0,3,840000.0,9.0,1,0,1,0
38,1444,12.0,42.0,2,1400000.0,12.0,1,0,1,0
36,1296,15.0,25.0,3,700000.0,2.0,1,0,1,0
41,1681,16.0,42.0,2,800000.0,6.0,1,1,1,0
41,1681,11.0,42.0,2,2000000.0,6.0,0,1,1,0
35,1225,12.0,52.0,2,4500000.0,3.0,1,1,1,0
31,961,17.0,45.0,2,1000000.0,4.0,1,1,1,0
35,1225,12.0,45.0,2,1000000.0,6.0,0,1,1,0
33,1089,16.0,90.0,3,1200000.0,1.0,0,1,1,0
63,3969,12.0,20.0,3,1500000.0,2.0,0,1,1,1
49,2401,17.0,24.0,3,670000.0,1.0,1,1,1,0
48,2304,15.0,24.0,3,1800000.0,2.0,0,1,1,0
56,3136,13.0,45.0,2,1000000.0,2.0,1,1,1,0
56,3136,12.0,45.0,2,1000000.0,2.0,0,1,1,0
36,1296,15.0,36.0,2,1200000.0,10.0,1,0,1,0
35,1225,16.0,36.0,2,700000.0,10.0,1,0,1,1
20,400,12.0,65.0,3,0.0,2.0,1,1,0,0
66,4356,2.0,70.0,4,500000.0,2.0,0,0,0,0
36,1296,9.0,40.0,4,300000.0,6.0,0,1,0,0
34,1156,17.0,24.0,2,1200000.0,1.0,1,0,1,0
31,961,17.0,40.0,1,2000000.0,8.0,0,0,1,0
39,1521,17.0,40.0,1,2000000.0,7.0,0,0,1,0
60,3600,6.0,54.0,2,1000000.0,3.0,0,0,1,0
34,1156,12.0,54.0,2,2500000.0,7.0,0,0,1,0
27,729,12.0,5.0,5,240000.0,1.0,0,1,0,0
28,784,12.0,5.0,5,200000.0,1.0,1,1,0,0
43,1849,12.0,84.0,6,800000.0,1.0,0,1,0,0
41,1681,17.0,45.0,1,1000000.0,4.0,0,0,1,0
65,4225,17.0,30.0,6,500000.0,6.0,1,0,1,0
39,1521,17.0,30.0,6,650000.0,2.0,0,1,0,1
38,1444,12.0,30.0,6,390000.0,7.0,1,0,1,0
25,625,8.0,48.0,4,600000.0,3.0,1,1,1,0
57,3249,6.0,24.0,1,700000.0,3.0,1,0,1,0
36,1296,12.0,44.0,4,1800000.0,9.0,0,1,1,0
63,3969,17.0,12.0,1,680000.0,10.0,1,0,1,0
36,1296,9.0,27.0,3,700000.0,2.0,0,1,1,0
38,1444,17.0,30.0,3,100000.0,1.0,0,0,1,0
61,3721,12.0,72.0,2,900000.0,1.0,0,1,1,0
59,3481,12.0,48.0,2,550000.0,1.0,0,1,1,0
61,3721,12.0,48.0,2,300000.0,1.0,1,1,1,0
47,2209,12.0,48.0,5,1500000.0,9.0,0,1,1,0
34,1156,17.0,48.0,5,1500000.0,9.0,1,1,1,0
38,1444,8.0,72.0,5,1800000.0,6.0,1,1,1,0
40,1600,19.0,48.0,4,1500000.0,12.0,1,1,1,0
27,729,12.0,48.0,3,800000.0,3.0,0,1,1,0
61,3721,15.0,40.0,4,1200000.0,8.0,0,1,1,0
55,3025,17.0,48.0,1,1500000.0,1.0,1,0,1,0
34,1156,17.0,60.0,3,5800000.0,11.0,0,1,1,0
31,961,15.0,60.0,3,1800000.0,11.0,1,1,1,0
50,2500,6.0,48.0,8,800000.0,2.0,0,1,0,1
42,1764,6.0,40.0,1,350000.0,6.0,0,0,0,0
47,2209,12.0,37.0,4,1200000.0,8.0,0,1,1,0
42,1764,12.0,37.0,4,900000.0,4.0,1,1,1,0
33,1089,12.0,48.0,1,1000000.0,7.0,0,0,1,0
41,1681,12.0,40.0,5,2000000.0,6.0,1,1,1,0
52,2704,6.0,30.0,1,300000.0,1.0,0,0,0,0
40,1600,15.0,40.0,3,2000000.0,7.0,1,0,1,0
65,4225,12.0,40.0,2,300000.0,1.0,1,0,1,0
48,2304,14.0,12.0,3,300000.0,1.0,1,0,1,0
22,484,12.0,20.0,3,500000.0,4.0,1,0,1,1
35,1225,12.0,45.0,4,2000000.0,11.0,0,1,1,0
47,2209,6.0,44.0,5,800000.0,1.0,0,1,0,0
47,2209,12.0,25.0,3,700000.0,1.0,1,1,1,0
42,1764,16.0,45.0,2,3500000.0,9.0,0,1,1,0
39,1521,12.0,60.0,4,3000000.0,10.0,0,1,1,0
43,1849,17.0,97.0,4,1800000.0,8.0,0,1,1,0
47,2209,12.0,40.0,4,800000.0,7.0,0,1,0,0
45,2025,12.0,40.0,4,350000.0,8.0,1,1,0,1
37,1369,17.0,25.0,4,800000.0,8.0,1,1,1,0
58,3364,6.0,52.0,3,600000.0,6.0,0,1,0,0
32,1024,6.0,52.0,3,400000.0,6.0,0,1,1,0
58,3364,6.0,30.0,3,400000.0,8.0,0,1,1,0
29,841,12.0,24.0,6,1300000.0,7.0,0,1,1,0
35,1225,7.0,48.0,5,1500000.0,10.0,0,1,1,0
55,3025,15.0,60.0,1,100000.0,1.0,1,0,1,0
33,1089,17.0,30.0,3,900000.0,4.0,1,0,1,0
33,1089,17.0,30.0,3,1200000.0,7.0,1,0,1,0
42,1764,19.0,50.0,3,500000.0,1.0,1,1,1,0
44,1936,15.0,50.0,3,400000.0,1.0,0,1,1,0
57,3249,15.0,24.0,3,250000.0,1.0,0,0,0,0
26,676,9.0,24.0,3,500000.0,3.0,0,0,0,0
29,841,9.0,24.0,3,800000.0,3.0,0,0,0,0
39,1521,11.0,28.0,5,900000.0,1.0,0,1,1,0
59,3481,15.0,40.0,3,1300000.0,7.0,1,0,1,0
39,1521,17.0,40.0,4,1500000.0,9.0,1,0,1,0
48,2304,15.0,44.0,4,1000000.0,12.0,1,1,1,0
41,1681,12.0,48.0,1,800000.0,6.0,0,0,1,0
41,1681,12.0,38.0,3,650000.0,10.0,1,0,1,0
34,1156,12.0,48.0,2,750000.0,5.0,0,0,1,1
31,961,12.0,48.0,2,400000.0,4.0,0,0,1,0
33,1089,17.0,30.0,2,800000.0,4.0,0,1,1,0
33,1089,17.0,30.0,2,850000.0,6.0,1,1,1,0
63,3969,12.0,48.0,1,1800000.0,6.0,0,0,1,0
58,3364,15.0,30.0,2,690000.0,10.0,0,0,1,0
35,1225,12.0,56.0,2,600000.0,2.0,0,1,0,0
40,1600,12.0,56.0,2,200000.0,2.0,1,1,0,0
42,1764,12.0,45.0,3,740000.0,7.0,1,0,1,0
37,1369,17.0,40.0,2,700000.0,6.0,1,0,0,1
54,2916,12.0,40.0,3,1200000.0,4.0,1,0,1,0
29,841,12.0,40.0,3,594000.0,7.0,0,0,1,0
45,2025,12.0,60.0,4,1200000.0,6.0,1,1,1,0
50,2500,12.0,30.0,4,1100000.0,8.0,0,1,1,0
27,729,12.0,30.0,4,1100000.0,8.0,0,0,1,0
46,2116,8.0,31.0,3,200000.0,1.0,1,0,0,0
58,3364,6.0,26.0,5,50000.0,1.0,1,1,0,0
37,1369,12.0,48.0,4,1000000.0,2.0,1,1,1,0
35,1225,12.0,48.0,4,1000000.0,2.0,0,1,1,0
45,2025,17.0,20.0,3,800000.0,10.0,0,1,1,0
49,2401,15.0,20.0,3,730000.0,10.0,1,1,1,0
37,1369,12.0,51.0,4,600000.0,3.0,0,1,0,0
46,2116,12.0,40.0,6,800000.0,1.0,1,0,1,0
54,2916,12.0,48.0,4,600000.0,1.0,1,0,1,0
47,2209,17.0,44.0,5,1500000.0,4.0,0,1,1,0
48,2304,17.0,30.0,2,1400000.0,6.0,1,0,1,0
60,3600,6.0,60.0,5,3000000.0,9.0,0,1,1,0
31,961,12.0,60.0,5,1200000.0,7.0,1,0,1,0
36,1296,9.0,40.0,4,1000000.0,7.0,0,1,1,0
20,400,12.0,40.0,6,480000.0,3.0,1,0,1,0
51,2601,15.0,54.0,3,1150000.0,8.0,0,1,1,0
44,1936,16.0,54.0,3,250000.0,6.0,1,1,1,1
45,2025,15.0,54.0,6,1400000.0,10.0,0,1,1,0
39,1521,12.0,72.0,5,1500000.0,9.0,0,1,1,0
33,1089,12.0,72.0,5,1400000.0,1.0,1,1,1,0
41,1681,12.0,60.0,1,200000.0,1.0,1,0,1,0
63,3969,8.0,30.0,4,100000.0,9.0,0,1,1,0
32,1024,15.0,30.0,4,1200000.0,9.0,1,0,1,0
66,4356,12.0,30.0,4,100000.0,1.0,1,1,1,0
38,1444,12.0,30.0,4,210000.0,7.0,1,0,0,1
19,361,12.0,30.0,4,200000.0,1.0,1,0,0,0
63,3969,6.0,48.0,2,800000.0,1.0,0,1,1,0
36,1296,15.0,45.0,6,400000.0,6.0,1,1,1,0
60,3600,15.0,0.0,1,780000.0,7.0,1,0,1,0
49,2401,8.0,72.0,6,4200000.0,10.0,0,1,1,0
47,2209,6.0,72.0,6,400000.0,1.0,1,1,1,0
50,2500,17.0,30.0,4,1000000.0,1.0,0,1,1,1
46,2116,12.0,54.0,5,1410000.0,8.0,0,1,1,0
35,1225,12.0,40.0,4,700000.0,6.0,0,1,1,0
41,1681,12.0,72.0,9,4800000.0,10.0,0,1,1,0
23,529,12.0,72.0,9,500000.0,5.0,0,0,0,0
60,3600,14.0,40.0,6,2300000.0,7.0,0,1,1,0
53,2809,9.0,40.0,6,1000000.0,7.0,1,1,1,0
26,676,15.0,48.0,1,750000.0,1.0,1,0,1,0
66,4356,15.0,30.0,4,700000.0,8.0,0,1,1,0
40,1600,15.0,63.0,2,1500000.0,2.0,1,1,1,0
36,1296,12.0,21.0,4,600000.0,9.0,0,0,1,0
58,3364,12.0,30.0,3,500000.0,1.0,0,1,1,0
57,3249,15.0,40.0,2,3200000.0,10.0,0,0,1,0
37,1369,12.0,40.0,2,600000.0,2.0,0,0,0,0
32,1024,11.0,35.0,7,800000.0,6.0,0,1,0,1
54,2916,12.0,44.0,1,1250000.0,6.0,0,0,1,0
55,3025,12.0,63.0,2,0.0,2.0,0,1,1,0
53,2809,6.0,48.0,4,800000.0,7.0,1,0,1,0
47,2209,17.0,30.0,5,900000.0,8.0,0,1,1,0
65,4225,12.0,42.0,6,150000.0,2.0,1,1,1,0
65,4225,6.0,40.0,2,800000.0,1.0,0,1,0,0
45,2025,12.0,40.0,5,800000.0,1.0,0,1,0,0
31,961,15.0,60.0,3,1100000.0,5.0,0,1,1,0
33,1089,12.0,91.0,1,700000.0,1.0,0,0,0,0
37,1369,12.0,42.0,6,1500000.0,2.0,1,1,1,0
61,3721,14.0,54.0,1,450000.0,1.0,1,0,1,0
37,1369,9.0,66.0,4,300000.0,1.0,0,1,1,0
43,1849,12.0,30.0,2,600000.0,2.0,1,0,1,0
44,1936,14.0,40.0,5,600000.0,1.0,1,1,0,0
29,841,15.0,2.0,4,100000.0,9.0,1,1,1,0
62,3844,6.0,40.0,3,200000.0,1.0,1,1,1,0
45,2025,6.0,36.0,3,300000.0,1.0,0,1,1,0
52,2704,12.0,24.0,1,800000.0,10.0,1,0,1,0
51,2601,6.0,20.0,3,700000.0,1.0,0,1,0,0
59,3481,8.0,40.0,4,1450000.0,9.0,0,1,1,0
35,1225,6.0,58.0,1,700000.0,5.0,0,0,0,1
53,2809,15.0,30.0,2,4100000.0,6.0,1,0,1,0
48,2304,16.0,72.0,1,1900000.0,11.0,0,0,1,0
37,1369,12.0,40.0,2,2400000.0,9.0,1,0,1,0
31,961,6.0,63.0,2,420000.0,1.0,0,0,0,0
46,2116,15.0,32.0,3,1700000.0,8.0,1,0,1,0
54,2916,15.0,0.0,2,1200000.0,10.0,1,1,1,0
53,2809,15.0,20.0,2,700000.0,7.0,1,1,1,0
34,1156,12.0,40.0,1,2000000.0,6.0,0,0,1,0
34,1156,12.0,70.0,5,400000.0,1.0,1,1,0,0
33,1089,12.0,70.0,5,500000.0,1.0,0,1,0,0
36,1296,12.0,34.0,1,500000.0,3.0,0,0,1,0
39,1521,15.0,32.0,2,1200000.0,8.0,0,1,1,0
36,1296,17.0,32.0,2,1300000.0,9.0,0,1,1,0
47,2209,17.0,35.0,3,900000.0,12.0,1,1,1,0
43,1849,12.0,60.0,4,1380000.0,8.0,0,1,1,0
48,2304,12.0,30.0,4,1300000.0,7.0,0,1,1,0
51,2601,15.0,30.0,4,1480000.0,7.0,1,1,1,0
44,1936,12.0,77.0,3,1000000.0,3.0,1,0,1,0
58,3364,6.0,24.0,4,580000.0,11.0,1,0,1,0
23,529,12.0,44.0,2,580000.0,3.0,0,0,1,0
34,1156,12.0,36.0,3,2000000.0,12.0,1,0,1,0
41,1681,7.0,48.0,4,1000000.0,1.0,0,1,1,0
36,1296,15.0,48.0,4,1500000.0,8.0,1,1,1,0
36,1296,14.0,30.0,2,2000000.0,8.0,1,0,1,0
43,1849,15.0,48.0,2,1500000.0,9.0,1,1,1,0
47,2209,17.0,48.0,2,900000.0,1.0,0,1,1,0
44,1936,13.0,40.0,3,1300000.0,6.0,1,1,1,0
31,961,6.0,0.0,5,1100000.0,9.0,0,1,1,0
29,841,10.0,0.0,5,780000.0,6.0,1,1,0,1
40,1600,12.0,44.0,1,3000000.0,1.0,0,0,0,0
56,3136,6.0,48.0,3,400000.0,1.0,1,0,1,0
37,1369,12.0,48.0,5,1500000.0,8.0,0,1,1,0
44,1936,8.0,40.0,3,1500000.0,9.0,0,1,1,0
42,1764,6.0,54.0,5,2000000.0,2.0,0,1,0,0
22,484,10.0,54.0,5,700000.0,2.0,0,0,0,0
57,3249,6.0,48.0,5,1600000.0,9.0,1,0,1,0
50,2500,15.0,48.0,4,1000000.0,1.0,0,1,1,0
51,2601,8.0,32.0,3,1400000.0,9.0,0,1,1,0
42,1764,8.0,40.0,6,2700000.0,9.0,0,1,1,0
29,841,13.0,32.0,3,350000.0,8.0,0,0,1,1
32,1024,12.0,48.0,4,980000.0,6.0,0,1,1,0
51,2601,15.0,25.0,2,850000.0,7.0,1,0,1,0
34,1156,12.0,20.0,3,1000000.0,9.0,1,0,1,0
61,3721,8.0,30.0,2,1300000.0,9.0,0,0,1,0
30,900,10.0,30.0,2,850000.0,6.0,0,0,1,0
39,1521,12.0,48.0,4,1070000.0,8.0,0,1,1,0
48,2304,8.0,48.0,4,1800000.0,8.0,0,1,1,0
25,625,12.0,52.0,2,1700000.0,12.0,0,0,1,0
51,2601,9.0,48.0,1,1800000.0,9.0,0,0,1,0
61,3721,6.0,48.0,1,1300000.0,9.0,0,0,1,0
53,2809,12.0,48.0,1,1500000.0,1.0,0,0,1,0
30,900,10.0,30.0,1,600000.0,1.0,0,0,0,0
35,1225,12.0,46.0,3,200000.0,1.0,1,0,0,0
53,2809,12.0,44.0,2,1800000.0,6.0,0,1,1,0
31,961,12.0,52.0,2,64000.0,3.0,1,0,1,0
21,441,8.0,18.0,11,0.0,1.0,0,1,0,1
20,400,8.0,18.0,11,0.0,5.0,0,0,0,0
34,1156,14.0,24.0,1,200000.0,6.0,0,0,1,0
35,1225,9.0,60.0,6,1800000.0,7.0,0,1,1,0
48,2304,6.0,20.0,2,400000.0,1.0,0,0,0,0
54,2916,3.0,46.0,1,800000.0,1.0,0,0,0,0
54,2916,9.0,30.0,4,2000000.0,9.0,0,1,1,0
29,841,12.0,30.0,4,1000000.0,8.0,1,1,1,0
43,1849,15.0,30.0,3,1900000.0,7.0,1,1,1,0
47,2209,19.0,50.0,4,1800000.0,7.0,0,1,1,0
50,2500,0.0,50.0,4,1800000.0,7.0,1,1,1,0
55,3025,12.0,36.0,4,4000000.0,10.0,0,1,1,0
56,3136,9.0,48.0,1,1800000.0,8.0,0,0,1,0
45,2025,17.0,40.0,2,3000000.0,9.0,0,1,1,0
41,1681,17.0,40.0,2,2800000.0,8.0,1,1,1,0
47,2209,12.0,48.0,2,1500000.0,9.0,0,1,1,0
45,2025,12.0,48.0,2,1700000.0,9.0,1,1,1,0
52,2704,13.0,20.0,2,500000.0,4.0,1,1,0,0
45,2025,11.0,20.0,2,400000.0,1.0,0,1,0,0
28,784,12.0,35.0,2,1000000.0,2.0,0,1,0,0
35,1225,12.0,34.0,3,1500000.0,10.0,0,1,1,0
38,1444,12.0,45.0,3,1200000.0,6.0,1,0,1,0
48,2304,15.0,0.0,2,900000.0,11.0,1,0,1,0
39,1521,18.0,32.0,2,3800000.0,7.0,0,1,1,0
40,1600,12.0,30.0,3,1200000.0,9.0,1,1,1,0
49,2401,17.0,30.0,3,2000000.0,9.0,0,1,1,0
48,2304,12.0,39.0,1,900000.0,7.0,0,0,1,1
49,2401,12.0,48.0,1,1300000.0,7.0,0,0,1,0
55,3025,17.0,30.0,2,300000.0,9.0,0,1,1,0
39,1521,12.0,36.0,1,1800000.0,8.0,0,0,1,0
46,2116,12.0,30.0,4,1300000.0,7.0,1,1,1,0
24,576,12.0,30.0,4,500000.0,10.0,1,0,1,0
39,1521,15.0,56.0,5,1200000.0,9.0,0,1,1,0
39,1521,7.0,48.0,4,980000.0,2.0,0,1,1,0
38,1444,15.0,48.0,4,1200000.0,8.0,1,1,1,0
38,1444,15.0,24.0,1,2400000.0,8.0,0,0,1,0
54,2916,9.0,40.0,1,1700000.0,7.0,0,0,1,0
54,2916,6.0,40.0,1,800000.0,1.0,0,0,1,0
28,784,17.0,6.0,1,230000.0,12.0,1,0,1,0
30,900,12.0,60.0,1,500000.0,2.0,0,0,0,0
