edad,edad2,educ,horastrabj,nhogar,P21,PP04C,mujer,casado_unido,tiene_cobertura_salud
33,1089,17.0,40.0,4,1052000.0,1.0,1,1,1
52,2704,15.0,40.0,5,920500.0,10.0,0,1,1
32,1024,14.0,40.0,5,52600.0,1.0,0,0,0
24,576,12.0,40.0,5,78900.0,1.0,1,0,1
63,3969,17.0,40.0,3,1446500.0,8.0,1,0,1
30,900,13.0,40.0,3,526000.0,2.0,0,1,0
31,961,12.0,40.0,3,394500.0,1.0,1,1,0
59,3481,17.0,55.0,3,1446500.0,1.0,0,1,1
58,3364,17.0,55.0,3,1117750.0,7.0,1,1,1
50,2500,12.0,55.0,3,1972500.0,3.0,0,1,1
48,2304,15.0,55.0,3,1315000.0,1.0,1,1,1
24,576,14.0,40.0,1,2367000.0,8.0,0,0,1
38,1444,17.0,45.0,5,591750.0,10.0,1,1,1
41,1681,10.0,45.0,5,1249250.0,12.0,0,1,1
21,441,8.0,45.0,5,394500.0,7.0,0,1,1
44,1936,7.0,30.0,1,657500.0,2.0,0,0,1
63,3969,8.0,30.0,3,526000.0,1.0,0,1,1
50,2500,12.0,30.0,3,920500.0,3.0,1,1,1
32,1024,12.0,30.0,4,1578000.0,8.0,0,1,1
47,2209,15.0,96.0,3,1972500.0,7.0,0,1,1
46,2116,15.0,45.0,3,789000.0,1.0,0,1,1
45,2025,13.0,25.0,3,526000.0,9.0,1,1,1
51,2601,13.0,25.0,3,526000.0,9.0,0,1,1
24,576,15.0,25.0,3,328750.0,9.0,1,0,1
34,1156,15.0,29.0,2,526000.0,6.0,1,0,0
67,4489,15.0,29.0,2,526000.0,12.0,1,0,1
44,1936,14.0,40.0,3,1578000.0,10.0,0,1,1
47,2209,15.0,40.0,3,1052000.0,11.0,1,1,1
42,1764,6.0,14.0,4,184100.0,1.0,1,0,0
21,441,12.0,14.0,4,1104600.0,2.0,0,0,0
27,729,15.0,48.0,3,986250.0,10.0,1,1,1
34,1156,15.0,48.0,3,1117750.0,9.0,0,1,1
58,3364,15.0,45.0,1,999400.0,8.0,0,0,1
42,1764,10.0,7.0,5,78900.0,7.0,1,0,0
49,2401,17.0,60.0,4,1578000.0,7.0,1,1,1
27,729,14.0,60.0,4,591750.0,7.0,0,0,1
22,484,12.0,60.0,4,920500.0,7.0,0,0,1
46,2116,17.0,40.0,4,1117750.0,9.0,0,1,1
45,2025,17.0,40.0,4,920500.0,9.0,1,1,1
28,784,9.0,48.0,4,624625.0,2.0,0,1,1
25,625,7.0,48.0,4,0.0,2.0,1,1,1
55,3025,17.0,32.0,4,2104000.0,8.0,1,1,1
46,2116,9.0,50.0,9,644350.0,7.0,1,0,1
25,625,12.0,50.0,9,355050.0,8.0,1,0,0
24,576,8.0,50.0,9,170950.0,5.0,1,0,0
28,784,12.0,50.0,9,512850.0,7.0,0,0,1
42,1764,6.0,40.0,6,157800.0,2.0,0,1,0
19,361,10.0,40.0,6,65750.0,6.0,1,0,0
36,1296,6.0,44.0,3,1578000.0,11.0,0,1,1
37,1369,12.0,45.0,4,1315000.0,10.0,0,1,1
37,1369,15.0,48.0,2,1315000.0,12.0,1,0,1
48,2304,15.0,0.0,2,1052000.0,9.0,1,1,1
48,2304,12.0,0.0,2,315600.0,6.0,0,1,1
36,1296,17.0,40.0,3,1578000.0,6.0,0,1,1
35,1225,17.0,40.0,3,1183500.0,6.0,1,1,1
30,900,17.0,40.0,2,2630000.0,12.0,0,1,1
30,900,17.0,40.0,2,591750.0,10.0,1,1,1
42,1764,9.0,66.0,4,578600.0,7.0,0,1,1
53,2809,0.0,30.0,4,420800.0,2.0,0,1,0
31,961,17.0,40.0,2,0.0,1.0,0,0,1
43,1849,17.0,32.0,4,1972500.0,10.0,1,1,1
43,1849,17.0,32.0,4,1972500.0,9.0,0,1,1
41,1681,15.0,40.0,3,986250.0,8.0,1,0,1
52,2704,12.0,44.0,4,723250.0,7.0,0,1,1
44,1936,17.0,45.0,5,1183500.0,10.0,1,1,1
47,2209,10.0,45.0,5,2630000.0,1.0,0,1,1
25,625,13.0,45.0,5,1052000.0,10.0,0,0,1
21,441,12.0,45.0,5,0.0,3.0,0,0,1
52,2704,15.0,52.0,4,1446500.0,11.0,0,1,1
54,2916,12.0,52.0,4,920500.0,7.0,1,1,1
44,1936,6.0,16.0,5,263000.0,4.0,0,1,0
19,361,10.0,16.0,5,131500.0,3.0,0,0,0
57,3249,12.0,40.0,4,1841000.0,8.0,0,1,1
29,841,9.0,40.0,4,394500.0,2.0,0,0,0
35,1225,12.0,40.0,4,1183500.0,8.0,0,0,1
42,1764,17.0,40.0,3,2630000.0,1.0,0,1,1
34,1156,17.0,40.0,3,0.0,9.0,1,1,1
38,1444,12.0,6.0,3,131500.0,1.0,0,1,0
29,841,17.0,6.0,3,657500.0,6.0,1,1,0
44,1936,12.0,20.0,2,789000.0,10.0,0,1,1
25,625,12.0,40.0,2,1052000.0,12.0,1,0,1
41,1681,17.0,30.0,4,19725000.0,9.0,0,0,1
30,900,15.0,24.0,4,1236100.0,5.0,0,1,1
48,2304,6.0,60.0,4,657500.0,5.0,0,0,0
40,1600,12.0,30.0,5,0.0,3.0,1,1,0
41,1681,12.0,30.0,5,0.0,1.0,0,1,0
47,2209,18.0,44.0,3,1209800.0,8.0,1,1,1
45,2025,6.0,48.0,5,394500.0,9.0,0,1,1
28,784,12.0,50.0,2,789000.0,3.0,0,1,0
27,729,15.0,50.0,2,657500.0,3.0,1,1,1
52,2704,12.0,60.0,5,4602500.0,10.0,0,1,1
53,2809,15.0,39.0,4,841600.0,8.0,1,1,1
54,2916,6.0,40.0,2,1183500.0,3.0,0,1,1
52,2704,12.0,40.0,2,3945000.0,3.0,1,1,1
39,1521,17.0,60.0,2,920500.0,7.0,1,1,1
30,900,12.0,38.0,3,394500.0,1.0,0,1,0
62,3844,8.0,60.0,4,263000.0,1.0,0,1,0
28,784,12.0,60.0,4,1052000.0,10.0,0,0,1
69,4761,13.0,40.0,3,2630000.0,12.0,0,1,1
61,3721,10.0,40.0,3,78900.0,1.0,1,1,1
42,1764,14.0,48.0,4,1446500.0,10.0,0,1,1
43,1849,15.0,48.0,4,723250.0,7.0,1,1,1
42,1764,12.0,40.0,1,1183500.0,7.0,0,0,1
48,2304,6.0,40.0,1,920500.0,10.0,0,0,1
75,5625,17.0,32.0,1,1183500.0,11.0,1,0,1
34,1156,10.0,8.0,4,105200.0,2.0,1,0,0
33,1089,15.0,40.0,3,460250.0,7.0,1,0,1
37,1369,10.0,24.0,9,263000.0,1.0,0,1,0
49,2401,8.0,30.0,5,197250.0,2.0,1,1,0
29,841,14.0,30.0,5,65750.0,2.0,1,0,0
21,441,12.0,30.0,5,657500.0,2.0,0,0,0
51,2601,15.0,40.0,3,1117750.0,8.0,1,0,1
37,1369,19.0,45.0,3,5917500.0,11.0,0,1,1
53,2809,17.0,40.0,2,1446500.0,9.0,1,1,1
22,484,15.0,27.0,2,683800.0,7.0,0,1,1
52,2704,12.0,44.0,1,1249250.0,6.0,0,0,1
56,3136,12.0,50.0,1,2235500.0,7.0,0,0,1
43,1849,14.0,16.0,4,657500.0,1.0,1,1,1
44,1936,15.0,16.0,4,670650.0,9.0,0,1,1
44,1936,8.0,36.0,5,789000.0,1.0,0,1,1
39,1521,12.0,36.0,5,1052000.0,12.0,1,1,1
50,2500,8.0,25.0,6,789000.0,3.0,0,1,1
22,484,12.0,25.0,6,394500.0,3.0,0,1,0
25,625,17.0,48.0,4,1183500.0,11.0,0,0,1
21,441,6.0,40.0,2,986250.0,12.0,0,0,1
42,1764,12.0,20.0,5,394500.0,1.0,1,1,1
52,2704,6.0,20.0,5,1052000.0,1.0,0,1,1
34,1156,10.0,48.0,5,2498500.0,8.0,0,1,1
35,1225,9.0,48.0,5,789000.0,9.0,1,1,1
30,900,13.0,30.0,1,1117750.0,8.0,1,0,1
43,1849,12.0,64.0,3,1972500.0,10.0,0,1,1
33,1089,15.0,64.0,3,854750.0,7.0,1,1,1
50,2500,8.0,44.0,2,131500.0,1.0,1,0,0
59,3481,6.0,48.0,2,657500.0,2.0,0,1,1
63,3969,12.0,48.0,2,131500.0,2.0,1,1,1
36,1296,12.0,48.0,4,723250.0,6.0,0,1,1
33,1089,12.0,48.0,4,13150.0,1.0,1,1,1
43,1849,15.0,40.0,4,881050.0,6.0,1,1,1
43,1849,12.0,40.0,4,881050.0,6.0,0,1,1
20,400,12.0,20.0,4,105200.0,1.0,0,0,0
50,2500,6.0,48.0,8,789000.0,1.0,0,1,0
21,441,7.0,48.0,8,657500.0,6.0,0,0,0
23,529,6.0,48.0,8,657500.0,5.0,0,1,0
22,484,10.0,48.0,8,394500.0,4.0,0,1,0
58,3364,8.0,21.0,2,52600.0,1.0,1,0,0
23,529,12.0,21.0,2,526000.0,6.0,0,0,0
24,576,9.0,48.0,5,460250.0,6.0,1,0,1
52,2704,9.0,4.0,1,394500.0,1.0,0,0,0
70,4900,17.0,0.0,2,1315000.0,1.0,0,1,1
30,900,12.0,45.0,4,1052000.0,8.0,0,1,1
29,841,12.0,45.0,4,394500.0,11.0,1,1,1
35,1225,14.0,40.0,3,1709500.0,9.0,0,1,1
36,1296,17.0,40.0,3,789000.0,9.0,1,1,1
59,3481,15.0,30.0,5,526000.0,5.0,0,1,1
33,1089,12.0,40.0,2,1709500.0,7.0,0,1,1
57,3249,12.0,30.0,7,881050.0,9.0,0,1,1
51,2601,15.0,30.0,7,789000.0,7.0,1,1,1
30,900,12.0,30.0,7,394500.0,2.0,0,0,0
23,529,12.0,30.0,7,394500.0,7.0,0,0,1
60,3600,12.0,45.0,3,1183500.0,9.0,0,0,1
21,441,13.0,45.0,3,1052000.0,9.0,0,0,1
27,729,14.0,45.0,3,1052000.0,9.0,0,0,1
31,961,15.0,0.0,3,1315000.0,8.0,1,1,1
27,729,15.0,0.0,3,1578000.0,12.0,0,1,1
59,3481,15.0,30.0,1,197250.0,1.0,1,0,1
79,6241,17.0,42.0,1,184100.0,1.0,1,0,1
21,441,12.0,30.0,2,762700.0,12.0,0,0,1
61,3721,3.0,34.0,3,92050.0,2.0,0,1,0
63,3969,4.0,34.0,3,92050.0,2.0,1,1,1
37,1369,7.0,34.0,3,315600.0,2.0,0,0,0
24,576,6.0,45.0,3,1025700.0,5.0,0,1,0
45,2025,15.0,15.0,4,78900.0,1.0,0,0,0
40,1600,15.0,15.0,4,657500.0,7.0,1,0,1
38,1444,15.0,15.0,4,526000.0,9.0,1,0,0
35,1225,10.0,112.0,8,526000.0,5.0,1,0,1
66,4356,17.0,35.0,3,5260000.0,1.0,0,1,1
30,900,12.0,48.0,1,789000.0,10.0,0,0,1
49,2401,15.0,20.0,1,552300.0,8.0,1,0,1
26,676,14.0,18.0,3,131500.0,3.0,0,0,1
52,2704,12.0,40.0,4,789000.0,7.0,1,0,1
44,1936,12.0,40.0,4,1052000.0,7.0,1,1,1
44,1936,14.0,20.0,1,197250.0,3.0,0,0,0
63,3969,12.0,32.0,1,197250.0,1.0,0,0,1
52,2704,17.0,30.0,1,1315000.0,8.0,1,0,1
74,5476,15.0,25.0,1,1052000.0,9.0,0,0,1
42,1764,12.0,48.0,3,1052000.0,7.0,0,1,1
45,2025,12.0,30.0,1,1209800.0,7.0,0,0,1
48,2304,6.0,0.0,5,2630000.0,12.0,0,1,1
28,784,9.0,0.0,5,657500.0,5.0,0,0,0
49,2401,12.0,40.0,5,920500.0,11.0,1,1,1
56,3136,7.0,40.0,5,394500.0,1.0,0,1,0
28,784,16.0,40.0,5,394500.0,1.0,1,0,1
22,484,12.0,40.0,5,0.0,2.0,1,0,0
26,676,9.0,15.0,5,131500.0,1.0,1,0,0
43,1849,15.0,36.0,2,552300.0,8.0,1,0,1
61,3721,12.0,35.0,1,854750.0,9.0,0,0,1
43,1849,16.0,45.0,3,1183500.0,4.0,0,1,1
39,1521,14.0,45.0,3,604900.0,2.0,1,1,1
40,1600,17.0,26.0,2,881050.0,8.0,1,0,1
35,1225,17.0,48.0,2,1183500.0,10.0,1,1,1
35,1225,17.0,48.0,2,381350.0,9.0,1,1,1
37,1369,11.0,35.0,5,1052000.0,9.0,0,1,1
48,2304,15.0,56.0,5,1183500.0,11.0,0,1,1
44,1936,17.0,48.0,1,2104000.0,9.0,0,0,1
39,1521,17.0,45.0,3,1315000.0,7.0,1,0,1
43,1849,6.0,30.0,2,131500.0,1.0,1,0,0
38,1444,15.0,28.0,5,920500.0,8.0,1,1,1
40,1600,14.0,28.0,5,368200.0,1.0,0,1,1
57,3249,8.0,20.0,1,105200.0,1.0,0,0,0
60,3600,17.0,30.0,7,854750.0,7.0,0,1,1
55,3025,15.0,30.0,7,657500.0,8.0,1,1,1
36,1296,12.0,30.0,7,414225.0,7.0,0,0,1
23,529,12.0,30.0,7,394500.0,4.0,0,1,0
36,1296,12.0,52.0,5,946800.0,4.0,0,1,0
60,3600,6.0,72.0,2,657500.0,8.0,0,1,1
75,5625,8.0,34.0,2,657500.0,1.0,0,1,1
31,961,15.0,45.0,1,1315000.0,9.0,1,0,1
66,4356,19.0,38.0,1,3945000.0,12.0,0,0,1
26,676,17.0,36.0,2,604900.0,12.0,1,0,1
24,576,17.0,36.0,2,1052000.0,7.0,1,0,1
26,676,12.0,54.0,2,526000.0,1.0,1,1,1
43,1849,15.0,54.0,2,1578000.0,12.0,0,1,1
51,2601,13.0,45.0,2,1709500.0,4.0,0,1,1
48,2304,6.0,9.0,5,526000.0,6.0,0,1,0
22,484,14.0,60.0,4,52600.0,3.0,1,0,0
25,625,12.0,60.0,4,368200.0,9.0,1,0,1
32,1024,12.0,45.0,3,591750.0,7.0,1,1,1
64,4096,15.0,56.0,3,1052000.0,11.0,0,1,1
44,1936,6.0,40.0,4,591750.0,9.0,0,1,1
22,484,8.0,30.0,2,263000.0,2.0,0,1,0
32,1024,17.0,52.0,2,526000.0,9.0,1,1,1
36,1296,17.0,52.0,2,1183500.0,1.0,0,1,1
52,2704,14.0,40.0,1,499700.0,8.0,1,0,1
42,1764,11.0,45.0,3,1052000.0,1.0,0,1,0
54,2916,12.0,24.0,2,394500.0,1.0,0,1,0
36,1296,12.0,60.0,4,999400.0,1.0,1,0,0
19,361,12.0,60.0,4,420800.0,1.0,0,0,0
39,1521,9.0,48.0,5,102570.0,7.0,1,1,1
45,2025,15.0,30.0,3,854750.0,12.0,1,1,1
45,2025,12.0,30.0,3,1117750.0,10.0,0,1,1
36,1296,17.0,49.0,4,1446500.0,12.0,0,1,1
54,2916,6.0,54.0,3,920500.0,8.0,0,1,1
56,3136,8.0,20.0,3,499700.0,11.0,1,0,1
30,900,12.0,20.0,3,103885.0,8.0,0,0,1
51,2601,12.0,30.0,4,920500.0,2.0,0,1,1
54,2916,7.0,35.0,1,197250.0,1.0,0,0,0
44,1936,6.0,48.0,4,368200.0,4.0,1,0,0
27,729,12.0,40.0,1,1104600.0,7.0,0,0,1
49,2401,17.0,25.0,4,1972500.0,9.0,0,1,1
47,2209,17.0,25.0,4,263000.0,11.0,1,1,1
48,2304,9.0,10.0,3,920500.0,6.0,1,1,1
40,1600,8.0,40.0,2,789000.0,8.0,0,0,1
24,576,8.0,40.0,2,1052000.0,8.0,0,0,1
22,484,12.0,60.0,3,1108545.0,8.0,0,1,1
27,729,10.0,60.0,3,420800.0,3.0,1,1,0
40,1600,12.0,72.0,4,2630000.0,8.0,0,1,1
41,1681,15.0,72.0,4,1052000.0,8.0,1,1,1
52,2704,12.0,24.0,2,473400.0,3.0,0,0,1
49,2401,15.0,45.0,4,657500.0,9.0,1,1,1
20,400,12.0,40.0,2,657500.0,8.0,0,0,1
56,3136,7.0,40.0,3,1144050.0,2.0,0,1,1
54,2916,12.0,40.0,2,210400.0,2.0,0,1,0
16,256,8.0,0.0,7,131500.0,2.0,0,0,0
56,3136,17.0,50.0,3,1315000.0,2.0,1,0,1
21,441,13.0,45.0,2,0.0,2.0,1,0,1
25,625,14.0,16.0,3,220920.0,2.0,1,1,1
30,900,9.0,16.0,3,1052000.0,8.0,0,1,1
48,2304,12.0,40.0,4,447100.0,10.0,1,0,1
22,484,12.0,40.0,1,1578000.0,2.0,0,0,1
40,1600,12.0,72.0,9,5917500.0,10.0,0,1,1
25,625,12.0,48.0,2,526000.0,12.0,0,0,1
34,1156,14.0,40.0,2,2104000.0,11.0,0,1,1
35,1225,17.0,32.0,1,1972500.0,7.0,0,0,1
40,1600,12.0,36.0,4,4602500.0,9.0,0,1,1
46,2116,16.0,50.0,3,526000.0,7.0,1,0,0
45,2025,15.0,16.0,2,657500.0,1.0,1,0,0
21,441,13.0,16.0,2,26300.0,3.0,1,0,0
40,1600,12.0,31.0,1,1052000.0,8.0,0,0,1
37,1369,14.0,50.0,1,263000.0,9.0,1,0,1
63,3969,6.0,40.0,2,789000.0,1.0,0,1,0
55,3025,17.0,34.0,1,1183500.0,8.0,0,0,1
55,3025,16.0,56.0,1,1183500.0,1.0,1,0,1
55,3025,15.0,48.0,4,1315000.0,9.0,0,1,1
54,2916,12.0,48.0,4,789000.0,2.0,1,1,1
56,3136,6.0,36.0,8,657500.0,9.0,0,0,1
28,784,10.0,36.0,8,102570.0,6.0,1,0,0
26,676,12.0,48.0,4,975730.0,7.0,1,0,1
51,2601,15.0,40.0,2,1446500.0,12.0,1,0,1
34,1156,12.0,40.0,2,1183500.0,11.0,0,0,1
21,441,15.0,15.0,4,526000.0,8.0,1,0,1
25,625,12.0,50.0,2,1315000.0,3.0,0,0,0
48,2304,15.0,50.0,2,1315000.0,3.0,1,0,1
46,2116,12.0,40.0,7,144650.0,10.0,0,1,1
21,441,12.0,40.0,7,78900.0,3.0,1,0,0
46,2116,9.0,15.0,4,1972500.0,2.0,1,1,1
52,2704,15.0,15.0,4,657500.0,2.0,0,1,1
25,625,12.0,54.0,9,526000.0,4.0,1,1,0
26,676,10.0,54.0,9,105200.0,4.0,0,1,0
65,4225,6.0,40.0,4,1972500.0,12.0,0,1,1
49,2401,12.0,54.0,4,1052000.0,8.0,0,1,1
57,3249,6.0,54.0,9,263000.0,1.0,0,1,0
52,2704,12.0,54.0,9,0.0,1.0,1,1,0
40,1600,8.0,54.0,6,696950.0,11.0,1,0,1
24,576,12.0,54.0,6,789000.0,10.0,1,0,1
22,484,12.0,54.0,6,526000.0,7.0,1,0,1
35,1225,12.0,48.0,1,631200.0,12.0,0,0,1
44,1936,17.0,66.0,1,6575000.0,8.0,0,0,1
33,1089,17.0,50.0,1,920500.0,1.0,0,0,1
53,2809,15.0,45.0,1,328750.0,1.0,1,0,0
52,2704,16.0,56.0,4,1578000.0,2.0,0,1,0
59,3481,17.0,12.0,2,1183500.0,12.0,1,0,1
44,1936,15.0,40.0,1,1315000.0,8.0,1,0,1
65,4225,17.0,24.0,2,657500.0,4.0,0,1,1
49,2401,12.0,60.0,4,3945000.0,7.0,0,1,1
55,3025,15.0,40.0,2,920500.0,1.0,1,0,1
53,2809,17.0,45.0,4,1841000.0,9.0,0,1,1
49,2401,15.0,45.0,4,1117750.0,2.0,1,1,1
35,1225,12.0,16.0,5,65750.0,2.0,1,0,0
58,3364,10.0,20.0,6,657500.0,1.0,0,1,1
35,1225,12.0,64.0,5,368200.0,5.0,0,1,0
70,4900,12.0,9.0,2,315600.0,1.0,1,0,1
32,1024,12.0,24.0,5,131500.0,2.0,0,1,1
24,576,17.0,51.0,2,657500.0,9.0,0,0,1
51,2601,15.0,51.0,2,1578000.0,1.0,1,0,1
28,784,12.0,40.0,4,460250.0,7.0,1,0,0
19,361,12.0,40.0,4,526000.0,6.0,1,0,0
44,1936,15.0,25.0,3,460250.0,1.0,1,0,1
57,3249,6.0,48.0,3,789000.0,5.0,0,1,0
22,484,12.0,72.0,9,460250.0,5.0,0,0,0
56,3136,15.0,45.0,2,3287500.0,10.0,0,0,1
36,1296,12.0,45.0,2,460250.0,2.0,0,0,0
72,5184,19.0,40.0,2,0.0,10.0,0,1,1
62,3844,19.0,40.0,2,0.0,10.0,1,1,1
38,1444,9.0,48.0,6,394500.0,4.0,1,0,0
29,841,9.0,6.0,4,263000.0,1.0,0,1,0
65,4225,15.0,30.0,4,920500.0,8.0,1,0,1
38,1444,15.0,30.0,4,789000.0,8.0,0,0,1
62,3844,6.0,60.0,3,657500.0,6.0,0,1,0
29,841,15.0,30.0,1,854750.0,12.0,1,0,1
35,1225,17.0,40.0,1,1315000.0,12.0,0,0,1
27,729,15.0,44.0,2,604900.0,4.0,0,1,1
26,676,14.0,44.0,2,368200.0,5.0,1,1,1
52,2704,12.0,45.0,3,789000.0,12.0,0,1,1
24,576,12.0,36.0,8,102570.0,6.0,1,0,0
30,900,11.0,36.0,8,102570.0,7.0,0,0,0
38,1444,6.0,22.0,5,59175.0,1.0,1,0,0
45,2025,6.0,60.0,4,1972500.0,12.0,0,1,1
42,1764,10.0,60.0,4,802150.0,6.0,1,1,1
20,400,12.0,60.0,4,789000.0,7.0,0,0,1
43,1849,15.0,48.0,1,2235500.0,9.0,0,0,1
62,3844,4.0,40.0,1,920500.0,3.0,0,0,0
49,2401,8.0,45.0,1,854750.0,9.0,0,0,0
37,1369,15.0,8.0,3,230125.0,6.0,1,0,1
41,1681,17.0,45.0,4,0.0,1.0,1,1,1
48,2304,17.0,54.0,4,920500.0,12.0,1,1,1
27,729,15.0,54.0,4,762700.0,11.0,0,0,1
45,2025,15.0,40.0,3,920500.0,1.0,1,0,0
21,441,12.0,54.0,6,657500.0,10.0,0,0,1
51,2601,15.0,48.0,3,920500.0,1.0,0,1,0
50,2500,13.0,48.0,3,0.0,2.0,1,1,0
30,900,17.0,45.0,1,1972500.0,10.0,1,0,1
52,2704,15.0,56.0,4,657500.0,1.0,1,0,0
40,1600,14.0,40.0,2,1578000.0,9.0,1,1,1
46,2116,15.0,40.0,2,1183500.0,12.0,0,1,1
40,1600,12.0,44.0,4,1117750.0,3.0,1,1,1
43,1849,12.0,44.0,4,1117750.0,7.0,0,1,1
39,1521,6.0,36.0,5,1709500.0,11.0,0,1,1
33,1089,12.0,40.0,2,0.0,2.0,0,0,1
51,2601,12.0,30.0,4,394500.0,1.0,1,0,1
27,729,12.0,30.0,4,594380.0,12.0,0,0,1
24,576,12.0,30.0,4,289300.0,5.0,0,1,0
23,529,12.0,44.0,2,920500.0,8.0,0,1,1
35,1225,18.0,40.0,1,1183500.0,10.0,1,0,1
77,5929,17.0,24.0,1,1052000.0,1.0,0,0,1
40,1600,12.0,48.0,4,1052000.0,12.0,0,1,1
40,1600,12.0,48.0,4,986250.0,12.0,1,1,1
48,2304,8.0,46.0,4,657500.0,12.0,0,1,1
29,841,12.0,36.0,1,607530.0,8.0,0,0,1
64,4096,15.0,15.0,1,39450.0,1.0,0,0,0
40,1600,14.0,48.0,2,1446500.0,7.0,1,0,1
30,900,14.0,45.0,2,999400.0,8.0,0,1,1
29,841,17.0,45.0,2,394500.0,9.0,1,1,1
53,2809,15.0,20.0,3,789000.0,8.0,1,1,1
55,3025,6.0,20.0,3,631200.0,6.0,0,1,1
32,1024,17.0,25.0,2,657500.0,9.0,1,1,0
38,1444,11.0,25.0,2,920500.0,9.0,0,1,1
45,2025,12.0,56.0,6,1052000.0,1.0,1,0,0
19,361,12.0,56.0,6,197250.0,1.0,0,0,1
34,1156,6.0,44.0,4,328750.0,3.0,0,1,0
42,1764,12.0,36.0,3,657500.0,1.0,1,0,1
34,1156,6.0,60.0,3,263000.0,2.0,0,0,0
40,1600,15.0,24.0,1,631200.0,9.0,0,0,1
33,1089,9.0,0.0,3,420800.0,1.0,0,1,1
40,1600,6.0,48.0,3,1052000.0,5.0,0,1,1
42,1764,17.0,48.0,3,1052000.0,10.0,1,1,1
15,225,9.0,48.0,3,26300.0,1.0,1,0,1
62,3844,12.0,35.0,3,1052000.0,7.0,0,1,1
50,2500,12.0,35.0,3,920500.0,7.0,1,1,1
45,2025,6.0,36.0,3,789000.0,3.0,0,1,0
59,3481,19.0,60.0,2,6575000.0,1.0,0,1,1
58,3364,18.0,60.0,2,3945000.0,12.0,1,1,1
36,1296,12.0,63.0,2,1315000.0,10.0,0,1,1
36,1296,15.0,63.0,2,1183500.0,4.0,1,1,1
29,841,12.0,30.0,3,890255.0,12.0,0,0,1
23,529,12.0,30.0,3,723250.0,1.0,0,0,0
46,2116,12.0,24.0,5,1315000.0,12.0,0,1,1
48,2304,15.0,24.0,5,1117750.0,8.0,1,1,1
58,3364,6.0,66.0,3,1052000.0,1.0,1,0,1
35,1225,15.0,66.0,3,1052000.0,1.0,1,0,0
52,2704,12.0,0.0,2,618050.0,8.0,1,0,1
60,3600,8.0,60.0,2,1315000.0,1.0,0,1,1
38,1444,12.0,40.0,2,1117750.0,4.0,0,1,1
37,1369,12.0,52.0,4,1315000.0,10.0,0,1,1
34,1156,12.0,52.0,4,105200.0,2.0,1,1,0
33,1089,17.0,40.0,2,1972500.0,11.0,1,1,1
21,441,13.0,43.0,3,197250.0,1.0,1,0,1
39,1521,15.0,40.0,5,1052000.0,6.0,1,1,1
41,1681,12.0,40.0,5,789000.0,8.0,0,1,1
61,3721,15.0,40.0,1,78900.0,3.0,1,0,1
35,1225,14.0,40.0,2,1446500.0,7.0,0,1,1
27,729,13.0,40.0,2,1578000.0,8.0,0,1,1
27,729,13.0,40.0,2,854750.0,8.0,0,1,1
39,1521,17.0,48.0,2,1578000.0,8.0,1,1,1
36,1296,17.0,48.0,2,3287500.0,12.0,0,1,1
61,3721,15.0,12.0,2,1052000.0,2.0,1,0,1
38,1444,17.0,50.0,2,1841000.0,12.0,1,1,1
39,1521,14.0,50.0,2,657500.0,12.0,0,1,1
35,1225,15.0,36.0,1,1709500.0,12.0,0,0,1
31,961,9.0,40.0,4,1972500.0,9.0,0,1,1
45,2025,13.0,57.0,4,2564250.0,11.0,0,1,1
40,1600,15.0,57.0,4,1052000.0,5.0,1,1,1
25,625,12.0,57.0,4,1052000.0,12.0,0,0,1
49,2401,12.0,60.0,1,2104000.0,9.0,0,0,1
23,529,8.0,17.0,3,105200.0,8.0,1,1,0
30,900,6.0,17.0,3,657500.0,3.0,0,1,0
34,1156,12.0,48.0,1,1052000.0,7.0,0,0,1
68,4624,17.0,25.0,2,657500.0,7.0,1,1,1
72,5184,6.0,24.0,10,118350.0,1.0,0,1,1
51,2601,10.0,24.0,10,39450.0,1.0,1,0,0
46,2116,6.0,24.0,10,32875.0,1.0,1,0,0
44,1936,12.0,24.0,10,131500.0,2.0,1,1,1
39,1521,10.0,24.0,10,118350.0,1.0,0,0,0
56,3136,13.0,20.0,3,328750.0,1.0,0,1,1
24,576,12.0,40.0,3,197250.0,2.0,1,0,0
41,1681,6.0,6.0,2,52600.0,2.0,0,0,0
52,2704,8.0,56.0,5,65750.0,1.0,1,0,0
29,841,15.0,30.0,3,328750.0,6.0,1,0,0
52,2704,3.0,48.0,4,394500.0,1.0,0,0,0
33,1089,7.0,48.0,4,460250.0,2.0,0,0,0
25,625,6.0,48.0,4,328750.0,3.0,0,0,0
46,2116,12.0,56.0,5,328750.0,1.0,1,1,1
26,676,12.0,58.0,2,499700.0,8.0,1,0,1
33,1089,12.0,56.0,2,657500.0,1.0,1,0,0
44,1936,17.0,40.0,4,1972500.0,11.0,0,1,1
35,1225,17.0,40.0,4,1052000.0,11.0,1,1,1
29,841,19.0,0.0,1,657500.0,6.0,0,0,1
27,729,19.0,32.0,1,789000.0,12.0,0,0,1
37,1369,12.0,48.0,4,986250.0,8.0,0,1,1
35,1225,12.0,48.0,4,394500.0,3.0,1,1,1
42,1764,12.0,68.0,4,789000.0,1.0,0,1,1
32,1024,17.0,42.0,2,0.0,8.0,0,1,1
30,900,17.0,42.0,2,5260000.0,2.0,1,1,1
74,5476,17.0,62.0,2,5260000.0,1.0,0,1,1
27,729,17.0,40.0,1,1259770.0,2.0,1,0,1
