edad,edad2,educ,horastrabj,nhogar,P21,PP04C,mujer,casado_unido,tiene_cobertura_salud
40,1600,15.0,45.0,5,1972500.0,6.0,1,1,1
42,1764,11.0,48.0,3,1052000.0,1.0,0,1,1
39,1521,12.0,48.0,3,828450.0,12.0,1,1,1
48,2304,15.0,44.0,4,1315000.0,6.0,1,1,1
34,1156,17.0,40.0,2,1117750.0,8.0,1,0,1
24,576,15.0,20.0,2,473400.0,8.0,1,0,1
69,4761,15.0,54.0,1,131500.0,1.0,1,0,1
56,3136,12.0,44.0,4,1315000.0,1.0,0,1,1
58,3364,17.0,30.0,2,1052000.0,12.0,1,0,1
43,1849,12.0,45.0,2,1578000.0,11.0,0,0,1
35,1225,15.0,72.0,3,460250.0,1.0,0,1,0
50,2500,17.0,30.0,7,683800.0,7.0,1,0,1
48,2304,12.0,36.0,4,526000.0,8.0,0,0,1
40,1600,12.0,36.0,4,723250.0,9.0,1,1,1
43,1849,17.0,36.0,4,1052000.0,8.0,0,1,1
48,2304,16.0,40.0,4,1315000.0,7.0,0,1,1
45,2025,13.0,40.0,4,657500.0,6.0,1,1,1
19,361,13.0,40.0,4,526000.0,6.0,1,0,1
34,1156,14.0,30.0,3,355050.0,1.0,1,0,0
21,441,10.0,40.0,6,854750.0,5.0,0,0,0
43,1849,14.0,72.0,4,1183500.0,9.0,0,1,1
43,1849,12.0,72.0,4,460250.0,9.0,1,1,1
47,2209,15.0,39.0,3,920500.0,11.0,1,0,1
51,2601,12.0,44.0,2,854750.0,3.0,1,0,1
38,1444,14.0,12.0,4,210400.0,1.0,1,1,1
44,1936,17.0,12.0,4,3945000.0,12.0,0,1,1
31,961,14.0,43.0,7,526000.0,12.0,1,0,1
70,4900,9.0,40.0,9,526000.0,4.0,1,0,1
48,2304,12.0,40.0,9,789000.0,4.0,0,1,0
41,1681,12.0,40.0,9,263000.0,1.0,1,1,0
34,1156,12.0,40.0,9,263000.0,6.0,0,0,0
42,1764,13.0,34.0,4,78900.0,2.0,1,0,1
37,1369,15.0,34.0,4,657500.0,9.0,0,0,1
50,2500,17.0,35.0,4,1972500.0,11.0,0,1,1
51,2601,17.0,35.0,4,1578000.0,10.0,1,1,1
42,1764,15.0,32.0,2,460250.0,12.0,0,1,1
48,2304,17.0,40.0,3,920500.0,12.0,1,1,1
51,2601,12.0,40.0,3,789000.0,8.0,0,1,0
62,3844,17.0,40.0,2,2367000.0,8.0,0,1,1
48,2304,6.0,50.0,4,657500.0,8.0,0,1,0
34,1156,5.0,52.0,8,789000.0,8.0,0,1,1
29,841,12.0,20.0,2,499700.0,1.0,1,1,1
56,3136,12.0,20.0,3,197250.0,1.0,0,1,1
52,2704,8.0,44.0,2,1065150.0,6.0,0,1,1
43,1849,2.0,44.0,4,1091450.0,1.0,0,1,1
52,2704,12.0,44.0,4,1315000.0,5.0,1,1,1
33,1089,16.0,44.0,4,1052000.0,6.0,0,0,1
26,676,15.0,44.0,4,0.0,1.0,1,0,1
31,961,12.0,40.0,2,1315000.0,6.0,0,1,1
29,841,12.0,40.0,2,526000.0,4.0,1,1,1
39,1521,15.0,32.0,4,657500.0,9.0,0,1,1
36,1296,17.0,32.0,4,1183500.0,12.0,1,1,1
27,729,12.0,30.0,7,644350.0,8.0,1,1,1
31,961,10.0,30.0,7,453675.0,7.0,0,1,1
74,5476,17.0,40.0,2,1052000.0,2.0,1,0,1
66,4356,17.0,40.0,2,1052000.0,2.0,1,0,1
44,1936,17.0,50.0,3,3419000.0,10.0,0,1,1
34,1156,12.0,98.0,5,0.0,6.0,0,1,1
36,1296,10.0,98.0,5,78900.0,1.0,1,1,1
30,900,17.0,40.0,2,1315000.0,1.0,0,1,1
36,1296,6.0,40.0,2,526000.0,4.0,0,1,1
54,2916,12.0,84.0,1,3945000.0,10.0,0,0,1
67,4489,17.0,72.0,1,6575000.0,6.0,0,0,1
56,3136,14.0,15.0,4,591750.0,7.0,1,0,1
29,841,14.0,15.0,4,591750.0,1.0,1,0,1
21,441,12.0,20.0,5,92050.0,1.0,0,0,0
57,3249,6.0,20.0,5,526000.0,4.0,0,0,1
38,1444,15.0,20.0,2,236700.0,9.0,1,0,1
37,1369,10.0,24.0,4,920500.0,1.0,0,1,1
39,1521,17.0,24.0,4,394500.0,6.0,1,1,1
46,2116,12.0,56.0,2,65750.0,1.0,1,0,1
30,900,16.0,36.0,2,378720.0,1.0,1,1,1
32,1024,15.0,36.0,2,1315000.0,9.0,0,1,1
47,2209,17.0,30.0,3,1315000.0,10.0,1,1,1
57,3249,12.0,30.0,3,2630000.0,1.0,0,1,1
50,2500,15.0,32.0,4,920500.0,7.0,1,0,1
27,729,15.0,32.0,4,197250.0,1.0,1,0,0
42,1764,12.0,48.0,7,591750.0,10.0,0,1,1
31,961,12.0,48.0,4,1144050.0,6.0,0,1,1
59,3481,17.0,40.0,6,657500.0,1.0,1,0,0
49,2401,15.0,48.0,1,1052000.0,6.0,0,0,1
24,576,12.0,24.0,2,368200.0,7.0,1,0,0
47,2209,11.0,38.0,4,657500.0,1.0,1,0,1
59,3481,12.0,40.0,11,526000.0,3.0,0,1,1
29,841,12.0,40.0,11,276150.0,6.0,1,0,1
31,961,12.0,40.0,11,263000.0,3.0,1,0,0
36,1296,12.0,40.0,11,263000.0,3.0,1,0,0
25,625,7.0,40.0,11,315600.0,3.0,0,0,0
46,2116,6.0,44.0,4,631200.0,1.0,0,0,0
24,576,17.0,42.0,2,1050685.0,12.0,0,0,1
52,2704,6.0,50.0,4,1315000.0,9.0,0,1,1
32,1024,15.0,40.0,2,920500.0,6.0,0,1,1
29,841,15.0,40.0,2,1052000.0,7.0,1,1,1
47,2209,15.0,40.0,3,920500.0,7.0,1,1,1
32,1024,12.0,48.0,1,789000.0,3.0,1,0,1
64,4096,3.0,12.0,3,98625.0,1.0,0,1,1
64,4096,6.0,12.0,1,263000.0,1.0,0,0,0
36,1296,12.0,54.0,1,1972500.0,2.0,0,0,0
28,784,12.0,72.0,3,1578000.0,12.0,0,1,1
28,784,15.0,72.0,3,749550.0,9.0,1,1,1
49,2401,3.0,46.0,6,565450.0,8.0,1,0,1
24,576,1.0,70.0,3,410280.0,3.0,0,1,0
57,3249,3.0,40.0,9,526000.0,3.0,0,1,0
25,625,6.0,40.0,9,499700.0,9.0,0,1,1
38,1444,19.0,40.0,1,2630000.0,9.0,1,0,1
35,1225,12.0,35.0,3,920500.0,9.0,1,0,1
62,3844,6.0,45.0,4,1052000.0,10.0,0,0,1
26,676,12.0,45.0,4,526000.0,1.0,0,0,1
37,1369,12.0,40.0,4,696950.0,11.0,0,1,1
29,841,6.0,24.0,4,526000.0,3.0,0,1,1
31,961,19.0,40.0,3,1052000.0,8.0,1,1,1
31,961,19.0,40.0,3,1578000.0,10.0,0,1,1
58,3364,16.0,44.0,1,3550500.0,6.0,0,0,1
29,841,15.0,40.0,1,1972500.0,9.0,0,0,1
44,1936,19.0,40.0,4,1972500.0,10.0,0,1,1
44,1936,19.0,40.0,4,1972500.0,1.0,0,1,1
28,784,12.0,45.0,1,1578000.0,11.0,0,0,1
45,2025,12.0,54.0,4,526000.0,7.0,1,0,0
61,3721,6.0,40.0,2,1052000.0,8.0,1,0,0
50,2500,6.0,30.0,4,2104000.0,10.0,0,1,1
34,1156,13.0,48.0,5,1315000.0,8.0,0,1,0
64,4096,12.0,0.0,1,3287500.0,11.0,0,0,1
26,676,7.0,40.0,2,1052000.0,1.0,0,0,0
54,2916,15.0,30.0,2,263000.0,12.0,0,1,1
20,400,12.0,12.0,2,591750.0,6.0,0,0,1
67,4489,17.0,30.0,2,0.0,7.0,0,0,1
61,3721,2.0,52.0,2,460250.0,2.0,0,1,1
58,3364,6.0,52.0,2,460250.0,2.0,1,1,1
35,1225,15.0,39.0,1,920500.0,3.0,0,0,1
22,484,9.0,20.0,3,355050.0,8.0,0,1,1
40,1600,15.0,60.0,2,933650.0,9.0,1,1,1
37,1369,17.0,60.0,2,1709500.0,2.0,0,1,1
59,3481,6.0,48.0,4,65750.0,1.0,1,1,0
55,3025,8.0,30.0,1,657500.0,7.0,0,0,1
67,4489,12.0,30.0,2,723250.0,8.0,0,1,1
40,1600,12.0,48.0,4,1052000.0,9.0,0,1,1
43,1849,15.0,48.0,4,789000.0,7.0,1,1,1
41,1681,6.0,56.0,4,473400.0,2.0,1,1,0
46,2116,6.0,56.0,4,473400.0,2.0,0,1,0
56,3136,10.0,30.0,2,263000.0,8.0,1,0,1
55,3025,12.0,24.0,4,394500.0,1.0,0,1,1
46,2116,7.0,48.0,3,368200.0,4.0,1,1,0
44,1936,6.0,48.0,3,394500.0,4.0,0,1,0
36,1296,12.0,60.0,5,328750.0,1.0,0,1,0
34,1156,12.0,60.0,5,328750.0,2.0,1,1,0
30,900,15.0,40.0,3,1183500.0,11.0,1,1,1
38,1444,12.0,40.0,3,789000.0,10.0,0,1,1
40,1600,12.0,48.0,3,1052000.0,9.0,1,0,1
42,1764,10.0,48.0,3,657500.0,8.0,0,0,1
21,441,13.0,48.0,3,102570.0,6.0,0,0,0
53,2809,15.0,35.0,5,460250.0,7.0,0,1,1
49,2401,15.0,35.0,5,657500.0,7.0,1,1,1
29,841,16.0,35.0,5,115720.0,6.0,0,1,0
47,2209,17.0,32.0,1,1407050.0,9.0,0,0,1
56,3136,15.0,54.0,3,526000.0,7.0,0,1,1
48,2304,12.0,54.0,3,263000.0,2.0,1,1,1
36,1296,17.0,55.0,2,2104000.0,6.0,1,0,1
42,1764,17.0,30.0,3,328750.0,2.0,1,0,0
37,1369,17.0,40.0,3,2630000.0,10.0,1,0,1
52,2704,12.0,30.0,1,1315000.0,2.0,1,0,1
34,1156,17.0,24.0,2,618050.0,1.0,1,0,1
34,1156,17.0,54.0,1,1052000.0,9.0,1,0,1
52,2704,8.0,48.0,3,1183500.0,11.0,0,0,1
46,2116,12.0,30.0,4,526000.0,6.0,1,1,1
43,1849,6.0,44.0,6,1315000.0,11.0,0,1,1
42,1764,10.0,44.0,6,315600.0,4.0,1,1,1
24,576,12.0,44.0,6,920500.0,11.0,0,0,1
17,289,9.0,44.0,6,789000.0,1.0,0,0,1
49,2401,10.0,84.0,4,789000.0,1.0,0,1,1
40,1600,6.0,30.0,4,657500.0,7.0,1,1,1
47,2209,15.0,30.0,4,2630000.0,7.0,0,1,1
35,1225,16.0,45.0,3,5260000.0,7.0,0,1,1
62,3844,17.0,3.0,3,157800.0,1.0,1,0,1
30,900,17.0,3.0,3,920500.0,1.0,0,0,1
44,1936,17.0,45.0,4,1972500.0,5.0,1,1,1
37,1369,15.0,48.0,1,4602500.0,12.0,0,0,1
25,625,13.0,48.0,2,591750.0,3.0,1,1,1
33,1089,12.0,30.0,4,1578000.0,8.0,1,1,1
27,729,15.0,30.0,4,1052000.0,10.0,0,1,1
51,2601,17.0,30.0,3,1052000.0,12.0,1,1,1
78,6084,5.0,28.0,1,157800.0,2.0,1,0,1
53,2809,6.0,40.0,4,78900.0,5.0,0,1,1
42,1764,10.0,40.0,3,526000.0,6.0,0,1,1
41,1681,15.0,48.0,2,789000.0,9.0,0,1,1
39,1521,15.0,48.0,2,591750.0,7.0,1,1,1
46,2116,12.0,14.0,2,526000.0,1.0,1,0,0
27,729,15.0,14.0,2,0.0,2.0,1,0,1
42,1764,12.0,45.0,3,1315000.0,2.0,0,0,1
38,1444,6.0,68.0,2,0.0,2.0,1,1,1
56,3136,6.0,68.0,2,0.0,2.0,0,1,1
32,1024,7.0,0.0,4,1620080.0,7.0,0,1,1
33,1089,12.0,0.0,4,102570.0,8.0,1,1,1
32,1024,12.0,31.0,3,526000.0,1.0,0,1,0
46,2116,12.0,39.0,1,552300.0,12.0,1,0,1
32,1024,12.0,37.0,2,315600.0,1.0,0,1,0
43,1849,17.0,50.0,1,920500.0,10.0,1,0,1
54,2916,10.0,60.0,5,854750.0,8.0,0,1,1
32,1024,10.0,48.0,2,1578000.0,7.0,1,0,1
39,1521,6.0,60.0,5,1117750.0,7.0,0,1,1
46,2116,16.0,45.0,2,460250.0,3.0,0,0,0
45,2025,15.0,40.0,2,1183500.0,9.0,0,1,1
51,2601,17.0,40.0,2,657500.0,9.0,1,1,1
42,1764,15.0,60.0,4,1249250.0,10.0,0,1,1
47,2209,12.0,18.0,5,328750.0,1.0,1,0,0
61,3721,17.0,40.0,4,473400.0,7.0,0,1,1
24,576,14.0,20.0,4,368200.0,6.0,1,0,0
20,400,12.0,20.0,4,394500.0,6.0,0,0,0
40,1600,12.0,40.0,7,631200.0,3.0,0,1,0
30,900,7.0,52.0,4,657500.0,7.0,0,1,1
37,1369,8.0,52.0,4,657500.0,9.0,1,1,1
18,324,7.0,52.0,4,263000.0,3.0,0,0,1
44,1936,14.0,9.0,3,103885.0,7.0,1,0,0
40,1600,15.0,30.0,3,789000.0,8.0,1,0,1
49,2401,6.0,48.0,5,1052000.0,7.0,0,1,1
27,729,12.0,48.0,5,1052000.0,11.0,1,0,1
52,2704,15.0,30.0,6,2235500.0,8.0,1,0,1
47,2209,12.0,30.0,6,1249250.0,10.0,0,0,1
39,1521,12.0,24.0,4,0.0,2.0,0,1,1
36,1296,12.0,48.0,4,1315000.0,2.0,1,1,1
36,1296,12.0,48.0,4,1315000.0,2.0,0,1,1
34,1156,12.0,30.0,4,657500.0,6.0,0,1,1
47,2209,15.0,11.0,7,78900.0,2.0,1,1,0
47,2209,13.0,11.0,7,263000.0,6.0,0,1,1
25,625,12.0,11.0,7,131500.0,1.0,1,0,0
34,1156,12.0,28.0,6,1578000.0,11.0,1,1,1
35,1225,6.0,28.0,6,263000.0,1.0,0,1,1
54,2916,6.0,28.0,4,197250.0,1.0,1,0,0
28,784,12.0,60.0,1,1446500.0,1.0,0,0,1
67,4489,12.0,34.0,1,657500.0,9.0,0,0,1
24,576,11.0,18.0,4,78900.0,1.0,1,1,1
28,784,11.0,18.0,4,1972500.0,10.0,0,1,1
43,1849,17.0,36.0,2,1183500.0,12.0,0,1,1
38,1444,17.0,36.0,2,1183500.0,6.0,1,1,1
61,3721,17.0,16.0,2,789000.0,1.0,1,1,1
62,3844,17.0,16.0,2,526000.0,12.0,1,1,1
60,3600,12.0,44.0,3,1315000.0,11.0,0,1,1
57,3249,12.0,44.0,3,197250.0,1.0,1,1,1
25,625,13.0,48.0,2,591750.0,3.0,0,1,1
42,1764,7.0,40.0,4,7890000.0,1.0,0,1,1
41,1681,15.0,40.0,4,1315000.0,11.0,1,1,1
28,784,12.0,30.0,3,1052000.0,1.0,1,1,1
28,784,12.0,30.0,3,1052000.0,9.0,0,1,1
22,484,15.0,60.0,1,1775250.0,11.0,1,0,1
29,841,12.0,48.0,1,1446500.0,9.0,0,0,1
43,1849,17.0,45.0,4,3287500.0,11.0,1,1,1
45,2025,15.0,36.0,5,1578000.0,11.0,1,1,1
39,1521,12.0,24.0,5,328750.0,1.0,0,1,0
38,1444,6.0,24.0,5,920500.0,1.0,1,1,0
21,441,12.0,56.0,6,657500.0,10.0,0,0,1
42,1764,13.0,49.0,2,105200.0,1.0,1,1,1
42,1764,12.0,32.0,6,1228572.94,8.0,0,1,1
36,1296,15.0,2.0,2,19725.0,1.0,0,0,1
41,1681,13.0,2.0,2,52600.0,3.0,0,1,0
45,2025,12.0,16.0,3,920500.0,11.0,1,0,1
57,3249,9.0,35.0,4,526000.0,9.0,1,0,1
46,2116,9.0,52.0,1,328750.0,1.0,1,0,0
52,2704,17.0,30.0,3,1972500.0,9.0,0,1,1
51,2601,17.0,30.0,3,1709500.0,9.0,1,1,1
46,2116,6.0,36.0,5,591750.0,8.0,0,1,1
45,2025,6.0,36.0,5,526000.0,8.0,1,1,1
31,961,17.0,60.0,2,920500.0,9.0,0,1,1
30,900,17.0,60.0,2,1315000.0,1.0,1,1,1
40,1600,12.0,60.0,4,394500.0,10.0,1,1,1
27,729,12.0,36.0,4,394500.0,3.0,0,1,0
67,4489,17.0,50.0,2,657500.0,7.0,1,0,1
50,2500,14.0,40.0,1,657500.0,7.0,1,0,1
37,1369,9.0,52.0,3,118350.0,1.0,0,1,0
26,676,6.0,30.0,3,131500.0,11.0,1,1,0
37,1369,6.0,30.0,3,210400.0,11.0,0,1,0
51,2601,15.0,40.0,4,526000.0,11.0,0,1,1
50,2500,15.0,40.0,4,526000.0,11.0,1,1,1
41,1681,9.0,60.0,5,1052000.0,3.0,0,1,0
22,484,12.0,60.0,5,236700.0,3.0,0,0,0
20,400,12.0,60.0,5,197250.0,3.0,0,0,0
32,1024,12.0,45.0,4,1315000.0,6.0,0,1,1
50,2500,12.0,40.0,6,789000.0,7.0,1,0,1
60,3600,15.0,48.0,3,657500.0,8.0,0,1,1
28,784,15.0,44.0,4,526000.0,2.0,0,0,0
47,2209,8.0,28.0,2,131500.0,1.0,0,1,0
50,2500,15.0,28.0,2,26300.0,1.0,1,1,0
54,2916,9.0,15.0,4,105200.0,1.0,0,1,0
37,1369,12.0,48.0,3,986250.0,3.0,0,1,0
47,2209,17.0,54.0,7,2630000.0,10.0,0,1,1
41,1681,17.0,54.0,7,789000.0,9.0,1,1,1
22,484,13.0,72.0,4,657500.0,6.0,1,0,1
65,4225,6.0,30.0,2,263000.0,1.0,0,1,1
62,3844,9.0,32.0,2,657500.0,1.0,0,1,1
56,3136,15.0,25.0,1,1906750.0,7.0,1,0,1
24,576,16.0,25.0,1,263000.0,7.0,1,0,1
48,2304,12.0,48.0,4,1183500.0,8.0,0,0,1
46,2116,14.0,40.0,1,657500.0,1.0,0,0,0
66,4356,15.0,45.0,2,657500.0,1.0,0,1,1
60,3600,3.0,36.0,1,749550.0,1.0,0,0,1
36,1296,12.0,48.0,4,1052000.0,12.0,0,1,1
26,676,15.0,48.0,1,1052000.0,8.0,1,0,1
42,1764,12.0,48.0,4,1972500.0,7.0,1,1,1
38,1444,12.0,48.0,4,1972500.0,10.0,0,1,1
56,3136,12.0,40.0,4,1578000.0,7.0,0,1,1
43,1849,12.0,40.0,4,1117750.0,12.0,0,1,1
40,1600,12.0,40.0,4,499700.0,6.0,1,1,1
67,4489,0.0,48.0,2,394500.0,2.0,0,1,1
24,576,8.0,35.0,4,920500.0,8.0,1,0,0
22,484,12.0,24.0,5,526000.0,7.0,1,0,0
27,729,8.0,44.0,5,631200.0,5.0,0,1,0
56,3136,13.0,40.0,2,328750.0,1.0,0,1,0
27,729,8.0,35.0,4,920500.0,8.0,0,0,0
31,961,15.0,36.0,3,328750.0,1.0,1,0,1
35,1225,12.0,36.0,3,657500.0,5.0,0,0,1
40,1600,15.0,40.0,3,394500.0,1.0,0,1,1
43,1849,14.0,40.0,3,789000.0,1.0,1,1,1
47,2209,19.0,56.0,1,1183500.0,12.0,0,0,1
22,484,12.0,100.0,3,526000.0,1.0,1,0,0
48,2304,12.0,30.0,3,657500.0,2.0,0,1,1
80,6400,15.0,20.0,3,52600.0,1.0,1,1,1
47,2209,7.0,30.0,2,236700.0,8.0,1,0,0
33,1089,12.0,44.0,3,263000.0,8.0,1,0,1
39,1521,15.0,40.0,4,1183500.0,6.0,1,1,1
53,2809,6.0,2.0,7,0.0,1.0,0,1,1
25,625,9.0,2.0,7,263000.0,5.0,0,0,0
24,576,9.0,2.0,7,177525.0,1.0,0,0,0
21,441,9.0,2.0,7,19725.0,1.0,1,1,0
30,900,8.0,2.0,7,32875.0,1.0,0,0,0
38,1444,17.0,47.0,5,3287500.0,8.0,0,1,1
38,1444,17.0,47.0,5,1315000.0,5.0,1,1,1
54,2916,9.0,40.0,6,789000.0,6.0,0,1,1
19,361,8.0,40.0,6,526000.0,6.0,0,1,1
45,2025,14.0,84.0,1,3945000.0,1.0,1,1,1
64,4096,12.0,40.0,3,1315000.0,1.0,0,1,1
34,1156,12.0,40.0,3,1183500.0,11.0,0,0,1
31,961,15.0,30.0,4,170950.0,2.0,0,0,1
21,441,10.0,30.0,4,0.0,1.0,1,0,0
28,784,17.0,35.0,1,841600.0,11.0,1,0,1
23,529,16.0,0.0,1,526000.0,3.0,1,0,1
43,1849,12.0,40.0,5,1578000.0,9.0,0,1,1
54,2916,12.0,40.0,5,657500.0,2.0,0,1,1
40,1600,12.0,40.0,5,789000.0,9.0,1,1,1
64,4096,15.0,30.0,3,1315000.0,8.0,1,0,1
53,2809,15.0,40.0,2,762700.0,10.0,1,0,1
35,1225,17.0,38.0,2,2104000.0,9.0,0,0,1
21,441,14.0,70.0,4,328750.0,9.0,1,0,1
25,625,17.0,70.0,4,657500.0,9.0,1,0,1
55,3025,15.0,70.0,4,2235500.0,10.0,1,1,1
52,2704,6.0,24.0,2,1117750.0,9.0,0,1,1
57,3249,8.0,40.0,2,1578000.0,9.0,1,0,1
34,1156,15.0,40.0,2,394500.0,8.0,1,0,1
48,2304,9.0,70.0,2,526000.0,1.0,0,0,0
27,729,12.0,36.0,4,789000.0,10.0,1,0,1
43,1849,16.0,48.0,5,1091450.0,2.0,1,0,1
53,2809,7.0,15.0,1,131500.0,1.0,0,0,1
32,1024,12.0,10.0,3,92050.0,2.0,0,1,0
43,1849,9.0,10.0,3,92050.0,2.0,1,1,0
54,2916,9.0,36.0,4,789000.0,12.0,1,0,1
38,1444,17.0,0.0,3,432635.0,8.0,1,1,1
48,2304,17.0,30.0,3,512850.0,7.0,1,1,1
28,784,15.0,30.0,3,263000.0,2.0,0,0,1
52,2704,15.0,44.0,2,3945000.0,2.0,1,0,1
26,676,12.0,48.0,1,789000.0,6.0,0,0,1
40,1600,12.0,40.0,4,1117750.0,6.0,0,1,1
50,2500,12.0,63.0,2,1972500.0,6.0,0,1,1
42,1764,17.0,63.0,2,789000.0,1.0,1,1,1
54,2916,15.0,0.0,3,1052000.0,8.0,0,1,1
38,1444,17.0,40.0,3,1578000.0,8.0,0,1,1
29,841,16.0,40.0,3,526000.0,10.0,1,1,1
40,1600,9.0,63.0,2,920500.0,7.0,1,0,1
37,1369,12.0,43.0,4,920500.0,7.0,1,0,1
55,3025,8.0,8.0,2,263000.0,1.0,0,0,0
55,3025,17.0,48.0,6,2367000.0,12.0,0,1,1
20,400,12.0,48.0,6,263000.0,1.0,0,0,1
70,4900,17.0,10.0,3,263000.0,1.0,0,1,1
26,676,12.0,10.0,3,3945000.0,2.0,0,0,0
37,1369,8.0,60.0,3,3682000.0,12.0,0,1,1
47,2209,12.0,0.0,4,1183500.0,7.0,1,1,1
26,676,17.0,48.0,2,1052000.0,6.0,0,0,1
36,1296,12.0,48.0,1,986250.0,1.0,1,0,1
56,3136,15.0,48.0,2,920500.0,7.0,0,0,1
49,2401,9.0,30.0,7,526000.0,8.0,0,1,1
38,1444,15.0,36.0,1,1117750.0,5.0,0,0,1
45,2025,15.0,40.0,4,2367000.0,12.0,0,1,1
41,1681,12.0,15.0,4,657500.0,1.0,0,1,0
38,1444,12.0,15.0,4,0.0,1.0,1,1,0
49,2401,17.0,64.0,5,2630000.0,1.0,0,1,1
47,2209,17.0,64.0,5,213030.0,12.0,1,1,1
53,2809,9.0,16.0,5,263000.0,1.0,0,1,0
44,1936,12.0,40.0,3,1183500.0,3.0,1,1,1
51,2601,10.0,40.0,3,1117750.0,5.0,0,1,1
34,1156,9.0,52.0,2,1841000.0,12.0,0,1,1
38,1444,17.0,40.0,4,881050.0,9.0,1,1,1
34,1156,15.0,40.0,2,1249250.0,9.0,1,1,1
54,2916,17.0,35.0,3,2367000.0,1.0,0,1,1
66,4356,14.0,24.0,3,1972500.0,8.0,0,1,1
55,3025,14.0,42.0,1,920500.0,1.0,0,0,1
51,2601,17.0,40.0,6,1183500.0,10.0,0,1,1
51,2601,17.0,35.0,3,2367000.0,12.0,1,1,1
21,441,11.0,36.0,5,447100.0,6.0,0,0,0
42,1764,12.0,44.0,8,394500.0,5.0,0,1,1
60,3600,6.0,32.0,1,394500.0,3.0,0,0,1
31,961,10.0,44.0,5,0.0,8.0,0,1,0
43,1849,12.0,40.0,2,1288700.0,10.0,0,1,1
44,1936,12.0,35.0,1,986250.0,7.0,0,0,1
45,2025,7.0,35.0,5,986250.0,8.0,1,1,1
43,1849,17.0,0.0,3,582545.0,8.0,0,1,1
43,1849,15.0,24.0,5,920500.0,7.0,1,1,1
42,1764,12.0,24.0,5,1315000.0,9.0,0,1,1
58,3364,12.0,44.0,3,1183500.0,3.0,0,1,1
28,784,12.0,44.0,3,789000.0,2.0,0,0,0
66,4356,12.0,48.0,3,394500.0,2.0,1,0,1
29,841,14.0,48.0,3,657500.0,6.0,1,0,1
29,841,14.0,48.0,3,263000.0,2.0,1,0,0
23,529,12.0,48.0,3,1052000.0,11.0,0,0,1
33,1089,14.0,20.0,2,920500.0,5.0,1,0,1
56,3136,6.0,12.0,4,263000.0,1.0,1,0,1
25,625,15.0,12.0,4,394500.0,6.0,1,0,1
28,784,13.0,45.0,1,644350.0,6.0,0,0,0
32,1024,8.0,15.0,5,263000.0,1.0,1,1,1
47,2209,15.0,40.0,2,1249250.0,11.0,1,1,1
54,2916,8.0,44.0,1,789000.0,9.0,0,0,1
40,1600,19.0,48.0,4,1315000.0,9.0,0,1,1
41,1681,19.0,48.0,4,657500.0,9.0,1,1,1
31,961,12.0,40.0,5,657500.0,5.0,0,1,0
65,4225,16.0,14.0,1,65750.0,1.0,1,0,1
47,2209,15.0,40.0,3,657500.0,1.0,0,1,1
44,1936,12.0,40.0,3,657500.0,4.0,1,1,1
64,4096,6.0,36.0,4,394500.0,2.0,0,1,0
36,1296,8.0,36.0,4,394500.0,2.0,0,0,0
58,3364,17.0,30.0,1,1183500.0,9.0,1,1,1
54,2916,6.0,84.0,2,986250.0,5.0,0,0,0
47,2209,15.0,48.0,4,328750.0,8.0,1,0,1
39,1521,15.0,40.0,4,2367000.0,12.0,1,1,1
54,2916,6.0,4.0,1,26300.0,1.0,0,0,0
28,784,17.0,50.0,1,1315000.0,1.0,1,0,1
54,2916,12.0,54.0,5,1183500.0,2.0,1,1,1
23,529,15.0,54.0,5,920500.0,10.0,1,0,1
54,2916,17.0,50.0,4,3156000.0,5.0,0,1,1
53,2809,10.0,54.0,5,1578000.0,2.0,0,1,1
37,1369,10.0,40.0,4,631200.0,6.0,0,1,0
20,400,12.0,8.0,7,236700.0,4.0,1,0,1
32,1024,14.0,40.0,1,1052000.0,7.0,1,0,1
44,1936,15.0,32.0,3,1315000.0,9.0,1,1,1
49,2401,17.0,40.0,6,881050.0,8.0,1,1,1
17,289,8.0,44.0,8,295875.0,5.0,0,1,1
53,2809,4.0,36.0,3,2367000.0,9.0,0,1,1
71,5041,6.0,6.0,2,0.0,1.0,0,0,1
38,1444,15.0,36.0,3,1315000.0,7.0,0,1,1
36,1296,15.0,36.0,3,854750.0,9.0,1,1,1
38,1444,17.0,36.0,3,920500.0,8.0,1,0,1
24,576,16.0,40.0,1,0.0,9.0,0,0,1
49,2401,15.0,40.0,5,657500.0,7.0,1,1,1
49,2401,17.0,40.0,5,920500.0,8.0,1,1,1
32,1024,8.0,48.0,4,526000.0,1.0,0,1,1
39,1521,12.0,48.0,4,1052000.0,9.0,1,1,1
47,2209,12.0,40.0,6,539150.0,8.0,1,1,1
25,625,12.0,40.0,6,789000.0,9.0,0,0,1
24,576,12.0,40.0,6,526000.0,6.0,1,0,0
23,529,12.0,44.0,2,526000.0,2.0,0,1,0
24,576,12.0,44.0,2,394500.0,6.0,1,1,0
39,1521,12.0,40.0,5,1025700.0,8.0,0,1,1
37,1369,15.0,40.0,5,526000.0,9.0,1,1,1
44,1936,12.0,40.0,2,1052000.0,1.0,0,1,0
46,2116,17.0,48.0,4,1841000.0,10.0,1,1,1
58,3364,12.0,35.0,3,1315000.0,10.0,0,1,1
51,2601,12.0,35.0,3,1315000.0,8.0,1,1,1
38,1444,16.0,64.0,3,2630000.0,1.0,0,0,0
33,1089,12.0,32.0,2,657500.0,5.0,1,0,1
